"nest1","nest2","weight","site_comb","site_same_other","site_same_semi_other","dyad_ID","spatial","spatial_z","spatial_weight","prospect_weight","spatial_weight_z","prospect_weight_z","year","nest1_anthro","nest2_anthro","anthro","anthro_binary"
"Z18","Z15",0.5,"ZZ","same","same","Z15_Z18",28.0498413053537,-1.15195849302283,0.932471494530083,0,1.15173426752328,NA,"2024",0,1,1,0
"Z19","Z15",0.666666666666667,"ZZ","same","same","Z15_Z19",33.1456104267115,-1.08824739891676,0.918631440726198,0,1.08803557460353,NA,"2024",0,1,1,0
"Z20","Z15",0.571428571428571,"ZZ","same","same","Z15_Z20",39.1841033729458,-1.01274967066531,0.902230959213017,0,1.01255254177378,NA,"2024",1,1,2,1
"Z21","Z15",0.571428571428571,"ZZ","same","same","Z15_Z21",41.8496045413657,-0.979423593337895,0.894991486876912,0,0.979232951274126,NA,"2024",1,1,2,1
"Z22","Z15",0.5,"ZZ","same","same","Z15_Z22",60.5379590181087,-0.745767891440996,0.844234118302238,0,0.74562272980625,NA,"2024",1,1,2,1
"Z23","Z15",0.625,"ZZ","same","same","Z15_Z23",59.1377888225496,-0.763273860210242,0.84803696540532,0,0.763125291087626,NA,"2024",1,1,2,1
"Z24","Z15",0.666666666666667,"ZZ","same","same","Z15_Z24",63.1676800966337,-0.712889163398862,0.837091824303192,0,0.712750401516594,NA,"2024",0,1,1,0
"Z26","Z15",0.5,"ZZ","same","same","Z15_Z26",81.2725694902936,-0.486528375759382,0.787919140581823,0,0.486433674371475,NA,"2024",1,1,2,1
"Z27","Z15",0.571428571428571,"ZZ","same","same","Z15_Z27",108.108423129389,-0.151006581914535,0.71503325242775,0,0.150977188905611,NA,"2024",0,1,1,0
"Z28","Z15",0.571428571428571,"ZZ","same","same","Z15_Z28",103.650912750553,-0.206737690695445,0.727139802392091,0,0.206697449782033,NA,"2024",1,1,2,1
"Z29","Z15",0.625,"ZZ","same","same","Z15_Z29",99.4414559477099,-0.259367449248931,0.738572641527659,0,0.25931696410018,NA,"2024",1,1,2,1
"Z30","Z15",0.571428571428571,"ZZ","same","same","Z15_Z30",88.9430530269659,-0.390626287810432,0.76708619028107,0,0.390550253495783,NA,"2024",1,1,2,1
"Z31","Z15",0.571428571428571,"ZZ","same","same","Z15_Z31",88.657712099424,-0.394193832228945,0.767861173153249,0,0.39411710350175,NA,"2024",1,1,2,1
"Z32","Z15",0.666666666666667,"ZZ","same","same","Z15_Z32",93.0955712928574,-0.338708417177999,0.75580799559586,0,0.338642488531695,NA,"2024",1,1,2,1
"Z33","Z15",0.5,"ZZ","same","same","Z15_Z33",99.5722298186766,-0.257732417087671,0.73821746110892,0,0.257682250193359,NA,"2024",1,1,2,1
"Z35","Z15",0.714285714285714,"ZZ","same","same","Z15_Z35",56.11777910414,-0.801032266996061,0.856239279127868,0,0.800876348305145,NA,"2024",1,1,2,1
"Z38","Z15",0.571428571428571,"ZZ","same","same","Z15_Z38",138.719332132483,0.231713760730988,0.63189435474634,0,-0.231668658295382,NA,"2024",0,1,1,0
"Z39","Z15",0.625,"ZZ","same","same","Z15_Z39",139.711076437205,0.244113285360648,0.629200787944122,0,-0.244065769392245,NA,"2024",1,1,2,1
"Z40","Z15",0.5,"ZZ","same","same","Z15_Z40",136.883910176196,0.208765950852545,0.636879340922691,0,-0.208725315143965,NA,"2024",0,1,1,0
"Z41","Z15",0.571428571428571,"ZZ","same","same","Z15_Z41",62.9554333367781,-0.715542830189649,0.83766828420672,1,0.715403551778561,NA,"2024",1,1,2,1
"Z42","Z15",0.714285714285714,"ZZ","same","same","Z15_Z42",128.404760565088,0.102753318422134,0.659908619532875,0,-0.102733317776023,NA,"2024",1,1,2,1
"Z43","Z15",0.571428571428571,"ZZ","same","same","Z15_Z43",171.709651223016,0.64418325730941,0.542293005009627,0,-0.644057868839646,NA,"2024",1,1,2,1
"Z44","Z15",0.666666666666667,"ZZ","same","same","Z15_Z44",147.799441041341,0.345240033097014,0.607232877185078,0,-0.345172833089936,NA,"2024",0,1,1,0
"Z45","Z15",0.5,"ZZ","same","same","Z15_Z45",158.634659583941,0.480709990975223,0.577804540846623,0,-0.480616422119645,NA,"2024",1,1,2,1
"Z17","Z16",0.833333333333333,"ZZ","same","same","Z16_Z17",11.9573565875068,-1.35315870124303,0.976178508923595,1,1.35289531268555,NA,"2024",1,1,2,1
"Z18","Z16",0.6,"ZZ","same","same","Z16_Z18",38.6207549137607,-1.01979307193466,0.903761007533452,0,1.01959457206476,NA,"2024",0,1,1,0
"Z19","Z16",0.8,"ZZ","same","same","Z16_Z19",44.3926353962259,-0.947628730923589,0.888084642587462,0,0.947444277640883,NA,"2024",0,1,1,0
"Z20","Z16",0.666666666666667,"ZZ","same","same","Z16_Z20",50.2337175203119,-0.87459917953964,0.872220326731503,0,0.874428941254905,NA,"2024",1,1,2,1
"Z21","Z16",0.666666666666667,"ZZ","same","same","Z16_Z21",53.1322792702074,-0.83835920554909,0.864347864377528,0,0.838196021273958,NA,"2024",1,1,2,1
"Z22","Z16",0.571428571428571,"ZZ","same","same","Z16_Z22",70.5237579052593,-0.620918009613139,0.817112796558344,0,0.620797149658784,NA,"2024",1,1,2,1
"Z23","Z16",0.714285714285714,"ZZ","same","same","Z16_Z23",70.109788607545,-0.626093761546868,0.818237132692317,0,0.625971894146872,NA,"2024",1,1,2,1
"Z24","Z16",0.8,"ZZ","same","same","Z16_Z24",74.6334199408784,-0.569535959433889,0.805950998930904,0,0.569425100851927,NA,"2024",0,1,1,0
"Z26","Z16",0.571428571428571,"ZZ","same","same","Z16_Z26",92.3343578797321,-0.348225673208136,0.75787544299055,0,0.348157892054558,NA,"2024",1,1,2,1
"Z27","Z16",0.666666666666667,"ZZ","same","same","Z16_Z27",116.544133616752,-0.0455370577048499,0.692121954007699,0,0.0455281940438988,NA,"2024",0,1,1,0
"Z28","Z16",0.666666666666667,"ZZ","same","same","Z16_Z28",111.328936343257,-0.11074133136018,0.706286373380729,0,0.110719775869687,NA,"2024",1,1,2,1
"Z29","Z16",0.5,"ZZ","same","same","Z16_Z29",106.170821950645,-0.175231912399299,0.720295756266844,0,0.175197803997536,NA,"2024",1,1,2,1
"Z30","Z16",0.666666666666667,"ZZ","same","same","Z16_Z30",92.5723471551718,-0.345250154348732,0.757229066693196,0,0.345182952371579,NA,"2024",1,1,2,1
"Z31","Z16",0.666666666666667,"ZZ","same","same","Z16_Z31",90.6548882589688,-0.369223651041997,0.762436864310824,0,0.369151782690748,NA,"2024",1,1,2,1
"Z32","Z16",0.8,"ZZ","same","same","Z16_Z32",93.1496595980592,-0.338032164973341,0.755661092344099,0,0.337966367957638,NA,"2024",1,1,2,1
"Z33","Z16",0.571428571428571,"ZZ","same","same","Z16_Z33",97.6099974631917,-0.282265704856597,0.743546862957565,0,0.28221076262642,NA,"2024",1,1,2,1
"Z35","Z16",0.833333333333333,"ZZ","same","same","Z16_Z35",65.7936618276419,-0.680057187459475,0.829959686331547,0,0.679924816229519,NA,"2024",1,1,2,1
"Z38","Z16",0.666666666666667,"ZZ","same","same","Z16_Z38",150.342839949314,0.377039497184971,0.600325033267356,0,-0.376966107501125,NA,"2024",0,1,1,0
"Z39","Z16",0.5,"ZZ","same","same","Z16_Z39",151.626628285835,0.393090373426116,0.596838278034318,0,-0.393013859484092,NA,"2024",1,1,2,1
"Z40","Z16",0.6,"ZZ","same","same","Z16_Z40",149.231031315767,0.363138839052142,0.603344693487717,0,-0.363068155092533,NA,"2024",0,1,1,0
"Z41","Z16",0.428571428571428,"ZZ","same","same","Z16_Z41",50.4906885387018,-0.871386336817517,0.871522396225655,0,0.871216723903635,NA,"2024",1,1,2,1
"Z42","Z16",0.571428571428571,"ZZ","same","same","Z16_Z42",117.356348127996,-0.0353821480282526,0.689915988182285,0,0.0353752609920748,NA,"2024",1,1,2,1
"Z43","Z16",0.666666666666667,"ZZ","same","same","Z16_Z43",160.919847229733,0.509281105891105,0.571597995923466,0,-0.5091819757479,NA,"2024",1,1,2,1
"Z44","Z16",0.8,"ZZ","same","same","Z16_Z44",141.880653493544,0.271238950734186,0.623308240131163,0,-0.271186154830866,NA,"2024",0,1,1,0
"Z45","Z16",0.6,"ZZ","same","same","Z16_Z45",151.872911758478,0.39616959250544,0.596169374787093,0,-0.396092479202033,NA,"2024",1,1,2,1
"Z18","Z17",0.5,"ZZ","same","same","Z17_Z18",41.783883268363,-0.980245289554761,0.895169985143367,0,0.98005448755012,NA,"2024",0,1,1,0
"Z19","Z17",0.666666666666667,"ZZ","same","same","Z17_Z19",48.2372623033743,-0.899560346966114,0.877642677501607,0,0.899385250059937,NA,"2024",0,1,1,0
"Z20","Z17",0.571428571428571,"ZZ","same","same","Z17_Z20",53.4990749369345,-0.833773253422138,0.863351651314959,0,0.833610961789763,NA,"2024",1,1,2,1
"Z21","Z17",0.833333333333333,"ZZ","same","same","Z17_Z21",56.6863852462902,-0.79392313026536,0.854694950997381,0,0.793768595348029,NA,"2024",1,1,2,1
"Z22","Z17",0.5,"ZZ","same","same","Z17_Z22",71.5402690303136,-0.608208831782306,0.814351963340051,0,0.608090445633879,NA,"2024",1,1,2,1
"Z23","Z17",0.857142857142857,"ZZ","same","same","Z17_Z23",72.6693804548413,-0.594091841292526,0.811285308926579,0,0.593976202976824,NA,"2024",1,1,2,1
"Z24","Z17",0.666666666666667,"ZZ","same","same","Z17_Z24",78.0155863858185,-0.527249600000368,0.796765071457174,0,0.527146972340028,NA,"2024",0,1,1,0
"Z26","Z17",0.5,"ZZ","same","same","Z17_Z26",94.6951731460514,-0.31870900555357,0.751463494268237,0,0.318646969736816,NA,"2024",1,1,2,1
"Z27","Z17",0.571428571428571,"ZZ","same","same","Z17_Z27",114.805810981636,-0.0672708596795965,0.696843219478241,0,0.067257765594863,NA,"2024",0,1,1,0
"Z28","Z17",0.571428571428571,"ZZ","same","same","Z17_Z28",108.744395486232,-0.143055182682991,0.713305958386974,0,0.143027337391693,NA,"2024",1,1,2,1
"Z29","Z17",0.444444444444444,"ZZ","same","same","Z17_Z29",102.600694180573,-0.219868304063201,0.72999218466613,0,0.219825507312613,NA,"2024",1,1,2,1
"Z30","Z17",0.571428571428571,"ZZ","same","same","Z17_Z30",86.2339410931359,-0.424497619350298,0.774444108984216,0,0.424414992075676,NA,"2024",1,1,2,1
"Z31","Z17",0.571428571428571,"ZZ","same","same","Z17_Z31",83.0189997337251,-0.464693206437718,0.783175854934811,0,0.464602755204464,NA,"2024",1,1,2,1
"Z32","Z17",0.666666666666667,"ZZ","same","same","Z17_Z32",84.1030628976896,-0.451139442793524,0.780231551109664,0,0.451051629762464,NA,"2024",1,1,2,1
"Z33","Z17",0.5,"ZZ","same","same","Z17_Z33",87.3337513585263,-0.410746973736581,0.77145703620196,0,0.410667022986678,NA,"2024",1,1,2,1
"Z35","Z17",1,"ZZ","same","same","Z17_Z35",66.5002200007562,-0.67122327187448,0.828040681977426,0,0.67109262014149,NA,"2024",1,1,2,1
"Z38","Z17",0.571428571428571,"ZZ","same","same","Z17_Z38",160.368026838002,0.502381837091847,0.573096734137414,0,-0.502284049872022,NA,"2024",0,1,1,0
"Z39","Z17",0.444444444444444,"ZZ","same","same","Z17_Z39",161.231126856657,0.513172955213939,0.570752563824388,0,-0.513073067533146,NA,"2024",1,1,2,1
"Z40","Z17",0.5,"ZZ","same","same","Z17_Z40",157.871794313364,0.471172082195126,0.579876474668279,0,-0.471080369866822,NA,"2024",0,1,1,0
"Z41","Z17",0.375,"ZZ","same","same","Z17_Z41",43.27728233263,-0.961573704156073,0.891113929441491,1,0.961386536523321,NA,"2024",1,1,2,1
"Z42","Z17",0.5,"ZZ","same","same","Z17_Z42",106.716782480857,-0.168405907945384,0.718812933373386,0,0.168373128206301,NA,"2024",1,1,2,1
"Z43","Z17",0.571428571428571,"ZZ","same","same","Z17_Z43",150.049151420185,0.373367584845227,0.601122688135135,0,-0.373294909888851,NA,"2024",1,1,2,1
"Z44","Z17",0.666666666666667,"ZZ","same","same","Z17_Z44",130.063041369595,0.123486377921916,0.655404746808317,0,-0.123462341643747,NA,"2024",0,1,1,0
"Z45","Z17",0.5,"ZZ","same","same","Z17_Z45",139.942650198947,0.247008592698067,0.628571836112563,0,-0.246960513166186,NA,"2024",1,1,2,1
"Z19","Z18",0.75,"ZZ","same","same","Z18_Z19",6.68118123878812,-1.41912536813017,0.990508544089228,1,1.41884913934543,NA,"2024",0,0,0,1
"Z20","Z18",0.6,"ZZ","same","same","Z18_Z20",11.7650677727918,-1.35556283896554,0.976700763264042,0,1.35529898244938,NA,"2024",1,0,1,0
"Z21","Z18",0.6,"ZZ","same","same","Z18_Z21",14.9041824369801,-1.31631529359666,0.968174961797323,0,1.31605907650545,NA,"2024",1,0,1,0
"Z22","Z18",0.5,"ZZ","same","same","Z18_Z22",32.5112368137431,-1.09617880946377,0.920354392595907,0,1.09596544132365,NA,"2024",1,0,1,0
"Z23","Z18",0.428571428571428,"ZZ","same","same","Z18_Z23",31.4954614211223,-1.10887878862072,0.92311322757287,0,1.10866294846517,NA,"2024",1,0,1,0
"Z24","Z18",0.75,"ZZ","same","same","Z18_Z24",36.3341152904881,-1.0483823405525,0.909971496011736,0,1.04817827586141,NA,"2024",0,0,0,1
"Z26","Z18",0.5,"ZZ","same","same","Z18_Z26",53.7208430017343,-0.831000544198134,0.86274933165021,0,0.830838792265858,NA,"2024",1,0,1,0
"Z27","Z18",0.6,"ZZ","same","same","Z18_Z27",80.7625982235223,-0.492904415684833,0.789304217025135,0,0.492808473218584,NA,"2024",0,0,0,1
"Z28","Z18",0.6,"ZZ","same","same","Z18_Z28",77.052428758385,-0.539291712737226,0.799380997153147,0,0.539186741113315,NA,"2024",1,0,1,0
"Z29","Z18",0.428571428571428,"ZZ","same","same","Z18_Z29",74.0489487795797,-0.57684345242915,0.807538416281759,0,0.57673117146411,NA,"2024",1,0,1,0
"Z30","Z18",0.6,"ZZ","same","same","Z18_Z30",68.9806570140823,-0.640211004203668,0.821303841884398,0,0.640086388921864,NA,"2024",1,0,1,0
"Z31","Z18",0.6,"ZZ","same","same","Z18_Z31",71.9034610730354,-0.603667934841854,0.813365537681293,0,0.603550432566319,NA,"2024",1,0,1,0
"Z32","Z18",0.75,"ZZ","same","same","Z18_Z32",80.0927962708792,-0.501278777674355,0.791123391882111,0,0.501181205161961,NA,"2024",1,0,1,0
"Z33","Z18",0.5,"ZZ","same","same","Z18_Z33",90.5387306921574,-0.370675939301925,0.762752347005607,0,0.370603788266828,NA,"2024",1,0,1,0
"Z35","Z18",0.5,"ZZ","same","same","Z18_Z35",28.2349276717921,-1.14964440566348,0.931968801961235,0,1.14942063059457,NA,"2024",1,0,1,0
"Z38","Z18",0.6,"ZZ","same","same","Z18_Z38",128.255124467032,0.100882456674313,0.660315029556322,0,-0.10086282018621,NA,"2024",0,0,0,1
"Z39","Z18",0.428571428571428,"ZZ","same","same","Z18_Z39",127.389721742897,0.0900625484163127,0.66266545399252,0,-0.0900450179930972,NA,"2024",1,0,1,0
"Z40","Z18",0.5,"ZZ","same","same","Z18_Z40",121.042937592513,0.0107103343253657,0.679903251080853,0,-0.0107082495887376,NA,"2024",0,0,0,1
"Z41","Z18",0.333333333333333,"ZZ","same","same","Z18_Z41",84.874472131234,-0.441494711036221,0.778136411977022,0,0.441408775325229,NA,"2024",1,0,1,0
"Z42","Z18",0.5,"ZZ","same","same","Z18_Z42",141.996597575249,0.272688569844596,0.622993337259619,0,-0.272635491776971,NA,"2024",1,0,1,0
"Z43","Z18",0.6,"ZZ","same","same","Z18_Z43",183.633029698888,0.793258199687523,0.509909238064906,0,-0.79310379419707,NA,"2024",1,0,1,0
"Z44","Z18",0.75,"ZZ","same","same","Z18_Z44",146.085588384408,0.323812172982204,0.611887682459609,0,-0.32374914384818,NA,"2024",0,0,0,1
"Z45","Z18",0.5,"ZZ","same","same","Z18_Z45",158.796048498947,0.48272779517843,0.577366210299488,0,-0.482633833562907,NA,"2024",1,0,1,0
"Z20","Z19",0.8,"ZZ","same","same","Z19_Z20",6.11711983142343,-1.42617768320771,0.992040528769205,0,1.42590008170956,NA,"2024",1,0,1,0
"Z21","Z19",0.8,"ZZ","same","same","Z19_Z21",8.74491131861726,-1.39332308035099,0.984903475519339,0,1.39305187390942,NA,"2024",1,0,1,0
"Z22","Z19",0.666666666666667,"ZZ","same","same","Z19_Z22",28.4476612004553,-1.14698465292716,0.931391019998891,0,1.14676139557168,NA,"2024",1,0,1,0
"Z23","Z19",0.571428571428571,"ZZ","same","same","Z19_Z23",26.0040653213538,-1.17753630534762,0.93802779996994,0,1.17730710119843,NA,"2024",1,0,1,0
"Z24","Z19",1,"ZZ","same","same","Z19_Z24",30.2448000778639,-1.12451548656318,0.9265100102506,0,1.1242966027681,NA,"2024",0,0,0,1
"Z26","Z19",0.666666666666667,"ZZ","same","same","Z19_Z26",48.1304578903806,-0.900895695143226,0.87793275713181,0,0.900720338315259,NA,"2024",1,0,1,0
"Z27","Z19",0.8,"ZZ","same","same","Z19_Z27",77.5800544474725,-0.532694944098448,0.797947971489822,0,0.532591256517105,NA,"2024",0,0,0,1
"Z28","Z19",0.8,"ZZ","same","same","Z19_Z28",74.5970839347172,-0.569990259197642,0.806049687130529,0,0.569879312187502,NA,"2024",1,0,1,0
"Z29","Z19",0.571428571428571,"ZZ","same","same","Z19_Z29",72.4861636819821,-0.596382553602963,0.811782923699493,0,0.596266469406515,NA,"2024",1,0,1,0
"Z30","Z19",0.8,"ZZ","same","same","Z19_Z30",70.0913679668592,-0.626324070091912,0.818287162953131,0,0.626202157863002,NA,"2024",1,0,1,0
"Z31","Z19",0.8,"ZZ","same","same","Z19_Z31",74.0650304001668,-0.576642388052369,0.807494738774227,0,0.576530146223948,NA,"2024",1,0,1,0
"Z32","Z19",1,"ZZ","same","same","Z19_Z32",83.1878228380961,-0.462582454471978,0.78271733320979,0,0.462492414090693,NA,"2024",1,0,1,0
"Z33","Z19",0.666666666666667,"ZZ","same","same","Z19_Z33",94.4348287185848,-0.321964025143998,0.752170586916642,0,0.321901355746782,NA,"2024",1,0,1,0
"Z35","Z19",0.666666666666667,"ZZ","same","same","Z19_Z35",24.8331365548305,-1.19217612733697,0.941208029831861,0,1.19194407358736,NA,"2024",1,0,1,0
"Z38","Z19",0.8,"ZZ","same","same","Z19_Z38",122.470800219247,0.0285625344576501,0.676025191634296,0,-0.0285569748401849,NA,"2024",0,0,0,1
"Z39","Z19",0.571428571428571,"ZZ","same","same","Z19_Z39",121.365183879974,0.014739296991608,0.679028033650403,0,-0.014736428028663,NA,"2024",1,0,1,0
"Z40","Z19",0.75,"ZZ","same","same","Z19_Z40",114.649232262854,-0.0692285232333664,0.69726848558447,0,0.0692150480948964,NA,"2024",0,0,0,1
"Z41","Z19",0.5,"ZZ","same","same","Z19_Z41",91.4137361864629,-0.359735970071888,0.760375841549517,0,0.359665948471211,NA,"2024",1,0,1,0
"Z42","Z19",0.666666666666667,"ZZ","same","same","Z19_Z42",148.551723931365,0.354645633087765,0.605189684994514,0,-0.354576602306948,NA,"2024",1,0,1,0
"Z43","Z19",0.8,"ZZ","same","same","Z19_Z43",190.055416474195,0.873555654003533,0.492466105065207,0,-0.873385618838126,NA,"2024",1,0,1,0
"Z44","Z19",1,"ZZ","same","same","Z19_Z44",151.00271414853,0.38528973502017,0.598532822081281,0,-0.385214739450599,NA,"2024",0,0,0,1
"Z45","Z19",0.75,"ZZ","same","same","Z19_Z45",163.965101582871,0.54735513986892,0.563327118046112,0,-0.547248598721465,NA,"2024",1,0,1,0
"Z21","Z20",0.666666666666667,"ZZ","same","same","Z20_Z21",3.34267535222037,-1.46086585080261,0.99957588995877,0,1.46058149734964,NA,"2024",1,1,2,1
"Z22","Z20",0.833333333333333,"ZZ","same","same","Z20_Z22",22.4810910697792,-1.22158314866605,0.947596159923129,0,1.22134537092197,NA,"2024",1,1,2,1
"Z23","Z20",0.5,"ZZ","same","same","Z20_Z23",19.9587834646745,-1.2531189136048,0.954446720090441,0,1.25287499751225,NA,"2024",1,1,2,1
"Z24","Z20",0.8,"ZZ","same","same","Z20_Z24",24.5690695350172,-1.19547768954455,0.941925233000806,0,1.19524499315509,NA,"2024",0,1,1,0
"Z26","Z20",0.571428571428571,"ZZ","same","same","Z20_Z26",42.1439458138498,-0.975743519915428,0.894192059165242,0,0.97555359416766,NA,"2024",1,1,2,1
"Z27","Z20",0.666666666666667,"ZZ","same","same","Z20_Z27",71.7624490020732,-0.605430972591251,0.813748524940456,0,0.605313127145348,NA,"2024",0,1,1,0
"Z28","Z20",0.666666666666667,"ZZ","same","same","Z20_Z28",69.0724131225062,-0.63906380111825,0.821054633286602,0,0.638939409136318,NA,"2024",1,1,2,1
"Z29","Z20",0.714285714285714,"ZZ","same","same","Z20_Z29",67.4145036427295,-0.65979221804018,0.82555749749721,0,0.659663791329855,NA,"2024",1,1,2,1
"Z30","Z20",0.666666666666667,"ZZ","same","same","Z20_Z30",66.8507902778173,-0.666840181632219,0.827088536897652,0,0.666710383055489,NA,"2024",1,1,2,1
"Z31","Z20",1,"ZZ","same","same","Z20_Z31",71.6876607319982,-0.606366031146555,0.813951649072866,0,0.606248003694119,NA,"2024",1,1,2,1
"Z32","Z20",0.8,"ZZ","same","same","Z20_Z32",81.6349405149095,-0.481997743797692,0.786934944799359,0,0.481903924284629,NA,"2024",1,1,2,1
"Z33","Z20",0.833333333333333,"ZZ","same","same","Z20_Z33",93.6651896441891,-0.331586625055564,0.754260918316187,0,0.331522082646182,NA,"2024",1,1,2,1
"Z35","Z20",0.571428571428571,"ZZ","same","same","Z20_Z35",19.1720729475821,-1.26295495338507,0.95658341734366,0,1.26270912273488,NA,"2024",1,1,2,1
"Z38","Z20",0.666666666666667,"ZZ","same","same","Z20_Z38",121.263654923558,0.0134699064947675,0.679303785197617,0,-0.0134672846151332,NA,"2024",0,1,1,0
"Z39","Z20",0.714285714285714,"ZZ","same","same","Z20_Z39",119.688475816049,-0.00622415380552014,0.68358195461218,0,0.00622294229138598,NA,"2024",1,1,2,1
"Z40","Z20",0.6,"ZZ","same","same","Z20_Z40",112.078617366175,-0.101368261846402,0.704250247833077,0,0.10134853079768,NA,"2024",0,1,1,0
"Z41","Z20",0.666666666666667,"ZZ","same","same","Z20_Z41",96.4874755643274,-0.296300308197421,0.746595620290626,0,0.296242634170948,NA,"2024",1,1,2,1
"Z42","Z20",0.571428571428571,"ZZ","same","same","Z20_Z42",151.943248218143,0.397048991217216,0.595978341723593,0,-0.396971706741307,NA,"2024",1,1,2,1
"Z43","Z20",0.666666666666667,"ZZ","same","same","Z20_Z43",192.990886610068,0.910257084075848,0.484493399934218,0,-0.910079905079703,NA,"2024",1,1,2,1
"Z44","Z20",0.8,"ZZ","same","same","Z20_Z44",151.323230746849,0.389297071826789,0.597662302467828,0,-0.389221296240315,NA,"2024",0,1,1,0
"Z45","Z20",0.6,"ZZ","same","same","Z20_Z45",164.613337623106,0.555459868787915,0.56156651597392,0,-0.555351750077637,NA,"2024",1,1,2,1
"Z22","Z21",0.571428571428571,"ZZ","same","same","Z21_Z22",21.0848020789354,-1.23904059172839,0.951388465716194,0,1.23879941594183,NA,"2024",1,1,2,1
"Z23","Z21",0.714285714285714,"ZZ","same","same","Z21_Z23",17.4048611779257,-1.28504994879803,0.96138314539107,0,1.28479981741877,NA,"2024",1,1,2,1
"Z24","Z21",0.8,"ZZ","same","same","Z21_Z24",21.5213589503919,-1.23358243315456,0.950202781976307,0,1.2333423197833,NA,"2024",0,1,1,0
"Z26","Z21",0.571428571428571,"ZZ","same","same","Z21_Z26",39.428675544846,-1.00969184754017,0.901566703840096,0,1.00949531384536,NA,"2024",1,1,2,1
"Z27","Z21",0.666666666666667,"ZZ","same","same","Z21_Z27",70.4561504162433,-0.621763288704949,0.817296417767085,0,0.621642264219382,NA,"2024",0,1,1,0
"Z28","Z21",0.666666666666667,"ZZ","same","same","Z21_Z28",68.1990462214023,-0.649983283437836,0.823426688341285,0,0.649856766009204,NA,"2024",1,1,2,1
"Z29","Z21",0.5,"ZZ","same","same","Z21_Z29",67.056637363282,-0.664266528328633,0.826529458440533,0,0.664137230706322,NA,"2024",1,1,2,1
"Z30","Z21",0.666666666666667,"ZZ","same","same","Z21_Z30",67.9158321276676,-0.653524236598855,0.824195894755853,0,0.653397029933591,NA,"2024",1,1,2,1
"Z31","Z21",0.666666666666667,"ZZ","same","same","Z21_Z31",73.234281185153,-0.58702903237549,0.809751044654558,0,0.586914768815794,NA,"2024",1,1,2,1
"Z32","Z21",0.8,"ZZ","same","same","Z21_Z32",83.5679958540336,-0.457829248779542,0.781684787411491,0,0.457740133596454,NA,"2024",1,1,2,1
"Z33","Z21",0.571428571428571,"ZZ","same","same","Z21_Z33",95.9188844408984,-0.303409257152904,0.748139907630428,0,0.303350199389395,NA,"2024",1,1,2,1
"Z35","Z21",0.833333333333333,"ZZ","same","same","Z21_Z35",18.4458720783251,-1.27203445656099,0.958555771047995,0,1.2717868586109,NA,"2024",1,1,2,1
"Z38","Z21",0.666666666666667,"ZZ","same","same","Z21_Z38",118.474685409134,-0.021399863889391,0.686878596225699,0,0.0213956984657233,NA,"2024",0,1,1,0
"Z39","Z21",0.5,"ZZ","same","same","Z21_Z39",116.761102423008,-0.0428243523792686,0.691532669077234,0,0.0428160167388236,NA,"2024",1,1,2,1
"Z40","Z21",0.6,"ZZ","same","same","Z21_Z40",108.934256823949,-0.140681395082667,0.712790297047793,0,0.14065401184249,NA,"2024",0,1,1,0
"Z41","Z21",0.428571428571428,"ZZ","same","same","Z21_Z41",99.7329447032679,-0.255723040113835,0.7377809612211,0,0.255673264339131,NA,"2024",1,1,2,1
"Z42","Z21",0.571428571428571,"ZZ","same","same","Z21_Z42",155.251290997971,0.438408601480798,0.586993733322383,0,-0.438323266472402,NA,"2024",1,1,2,1
"Z43","Z21",0.666666666666667,"ZZ","same","same","Z21_Z43",196.242693872596,0.950913596092727,0.475661526589599,0,-0.950728503420202,NA,"2024",1,1,2,1
"Z44","Z21",0.8,"ZZ","same","same","Z21_Z44",153.941797066091,0.422036334775136,0.590550304674315,0,-0.421954186582674,NA,"2024",0,1,1,0
"Z45","Z21",0.6,"ZZ","same","same","Z21_Z45",167.334577300294,0.589482830391857,0.554175658451019,0,-0.589368089207239,NA,"2024",1,1,2,1
"Z23","Z22",0.625,"ZZ","same","same","Z22_Z23",9.30077113881056,-1.3863733076139,0.983393766261388,1,1.38610345392616,NA,"2024",1,1,2,1
"Z24","Z22",0.666666666666667,"ZZ","same","same","Z22_Z24",15.743262931702,-1.30582448542057,0.965896028251439,0,1.30557031033584,NA,"2024",0,1,1,0
"Z26","Z22",0.714285714285714,"ZZ","same","same","Z22_Z26",24.3681758223365,-1.19798941209891,0.942470858151033,0,1.19775622680967,NA,"2024",1,1,2,1
"Z27","Z22",0.833333333333333,"ZZ","same","same","Z22_Z27",49.3772172736543,-0.885307782405489,0.874546572135185,0,0.88513545972115,NA,"2024",0,1,1,0
"Z28","Z22",0.833333333333333,"ZZ","same","same","Z22_Z28",47.3304749318389,-0.910897676854148,0.880105502192414,0,0.910720373168409,NA,"2024",1,1,2,1
"Z29","Z22",0.857142857142857,"ZZ","same","same","Z22_Z29",47.1336721215233,-0.913358251905675,0.880640016496076,0,0.913180469275882,NA,"2024",1,1,2,1
"Z30","Z22",0.833333333333333,"ZZ","same","same","Z22_Z30",53.6740525516005,-0.831585553192998,0.86287641400656,0,0.831423687390356,NA,"2024",1,1,2,1
"Z31","Z22",0.833333333333333,"ZZ","same","same","Z22_Z31",61.6128940302393,-0.732328254737534,0.841314606438717,0,0.732185709090492,NA,"2024",1,1,2,1
