"from","to","trial","spatial_weight","prospect_weight"
"Y30","Y16",1,0.495340246123145,0
"Y30","Y17",1,0.509814551239996,0
"Y30","Y18",1,0.544883534827542,0
"Y30","Y19",1,0.440874454981892,0
"Y30","Y21",1,0.503793213591343,0
"Y30","Y22",1,0.521784827219675,0
"Y30","Y23",1,0.733266094678219,0
"Y30","Y26",1,0.872833108245527,0
"Y30","Y27",1,0.938738485532799,0
"Y30","Y28",1,0.955511173585949,0
"Y30","Y29",1,0.964371525462274,1
"Y30","Y31",1,0.898232043975325,0
"Y30","Y33",1,0.784857275140487,0
"Y30","Y35",1,0.793232415376713,0
"Y31","Y01",1,0.155869074024267,0
"Y31","Y02",1,0.160002082643985,0
"Y31","Y03",1,0.145915786913341,0
"Y31","Y04",1,0.125992301809943,0
"Y31","Y05",1,0.10224192513698,0
"Y31","Y06",1,0.0862744407393173,0
"Y31","Y07",1,0.0608269526112668,0
"Y31","Y08",1,0.0285682419985035,0
"Y31","Y09",1,0,0
"Y31","Y10",1,0.00678453782186794,0
"Y31","Y11",1,0.213117283684594,0
"Y31","Y12",1,0.280620932055767,0
"Y31","Y14",1,0.319119073445312,0
"Y31","Y16",1,0.38583331030724,0
"Y31","Y17",1,0.400124221143435,0
"Y31","Y18",1,0.43461921979957,0
"Y31","Y19",1,0.344595932378369,0
"Y31","Y21",1,0.409920721301495,0
"Y31","Y22",1,0.430595712964014,0
"Y31","Y23",1,0.643635981337035,0
"Y31","Y26",1,0.784432481034165,0
"Y31","Y27",1,0.861784184103769,0
"Y31","Y28",1,0.888641470068489,0
"Y31","Y29",1,0.91980388300605,1
"Y31","Y30",1,0.898232043975325,1
"Y31","Y33",1,0.815519064966754,1
"Y31","Y35",1,0.722306282016722,0
"Y33","Y01",1,0.264328220509941,0
"Y33","Y02",1,0.257588975960303,0
"Y33","Y03",1,0.226318300303243,0
"Y33","Y04",1,0.203818522909287,0
"Y33","Y05",1,0.176938229169077,0
"Y33","Y06",1,0.160398883653581,0
"Y33","Y07",1,0.13346619494576,0
"Y33","Y08",1,0.100317989521188,0
"Y33","Y09",1,0.0679295835722364,0
"Y33","Y10",1,0.0735989707600949,0
"Y33","Y11",1,0.29208628443555,0
"Y33","Y12",1,0.319559314626582,0
"Y33","Y14",1,0.279248832885665,0
"Y33","Y16",1,0.375839554471047,0
"Y33","Y17",1,0.387055825453613,0
"Y33","Y18",1,0.409303248469468,0
"Y33","Y19",1,0.40414931009416,0
"Y33","Y21",1,0.473001749196602,0
"Y33","Y22",1,0.499979641031034,0
"Y33","Y23",1,0.690734103052706,0
"Y33","Y26",1,0.787327799009367,0
"Y33","Y27",1,0.824985070461034,0
"Y33","Y28",1,0.83037752096051,0
"Y33","Y29",1,0.828393942894255,0
"Y33","Y30",1,0.784857275140487,0
"Y33","Y31",1,0.815519064966754,0
"Y33","Y35",1,0.789550582102915,0
"Y35","Y01",1,0.442206537696884,0
"Y35","Y02",1,0.445313108643614,0
"Y35","Y03",1,0.426361563136176,0
"Y35","Y04",1,0.405302349062956,0
"Y35","Y05",1,0.38007365708015,0
"Y35","Y06",1,0.363764766120345,0
"Y35","Y07",1,0.337501086557501,0
"Y35","Y08",1,0.304666180972092,0
"Y35","Y09",1,0.274053121648608,0
"Y35","Y10",1,0.280279969790919,0
"Y35","Y11",1,0.49340669415107,0
"Y35","Y12",1,0.536851065291903,0
"Y35","Y14",1,0.484503800832303,0
"Y35","Y16",1,0.590349431059918,0
"Y35","Y17",1,0.600424809112066,0
"Y35","Y18",1,0.617442707782241,0
"Y35","Y19",1,0.616213369073132,0
"Y35","Y21",1,0.68439971469404,0
"Y35","Y22",1,0.708752057323189,1
"Y35","Y23",1,0.909835536715067,0
"Y35","Y26",1,0.922067278144554,0
"Y35","Y27",1,0.860694810940064,0
"Y35","Y28",1,0.835707155295933,0
"Y35","Y29",1,0.80467124636847,0
"Y35","Y30",1,0.793232415376713,0
"Y35","Y31",1,0.722306282016722,0
"Y35","Y33",1,0.789550582102915,0
"Z02","Z03",1,0.898595951681351,0
"Z02","Z05",1,0.939268431807961,0
"Z02","Z06",1,0.954984781428262,0
"Z02","Z07",1,0.938742823916262,0
"Z02","Z08",1,0.955216316290884,0
"Z02","Z10",1,0.846649749980849,0
"Z02","Z11",1,0.836666737982787,0
"Z02","Z13",1,0.77229549502996,0
"Z02","Z14",1,0.809309780986242,0
"Z02","Z15",1,0.792368807040324,0
"Z02","Z16",1,0.766567608626283,0
"Z02","Z17",1,0.73542547879098,0
"Z02","Z18",1,0.788246181960946,0
"Z02","Z19",1,0.797144550602781,0
"Z02","Z20",1,0.791123722795604,0
"Z02","Z21",1,0.79461388352498,0
"Z02","Z22",1,0.749276863318661,0
"Z02","Z23",1,0.77271597664905,0
"Z02","Z24",1,0.782369839788515,0
"Z02","Z26",1,0.744848442478756,0
"Z02","Z27",1,0.631696629017758,0
"Z02","Z28",1,0.628066157913243,0
"Z02","Z29",1,0.622745734408076,0
"Z02","Z30",1,0.610192415033166,0
"Z02","Z31",1,0.596532017174027,0
"Z02","Z32",1,0.571304013422319,0
"Z02","Z33",1,0.542457286028255,0
"Z02","Z35",1,0.749660095955497,0
"Z02","Z38",1,0.81894831749506,0
"Z02","Z39",1,0.80554707599168,0
"Z02","Z40",1,0.786793434148752,0
"Z02","Z41",1,0.641140294933615,0
"Z02","Z42",1,0.449255788652006,0
"Z02","Z43",1,0.330416355752656,0
"Z02","Z44",1,0.396369669259797,0
"Z02","Z45",1,0.364527359955018,0
"Z03","Z02",1,0.898595951681351,0
"Z03","Z05",1,0.831320773554925,0
"Z03","Z06",1,0.857021429682635,0
"Z03","Z07",1,0.85727987513522,0
"Z03","Z08",1,0.917647667349342,0
"Z03","Z10",1,0.858810576870014,0
"Z03","Z11",1,0.870661804173841,0
"Z03","Z13",1,0.820078796444039,0
"Z03","Z14",1,0.83495812449975,0
"Z03","Z15",1,0.812619097781237,0
"Z03","Z16",1,0.779254046946862,0
"Z03","Z17",1,0.755016669900684,0
"Z03","Z18",1,0.847171537175959,0
"Z03","Z19",1,0.86259851588556,0
"Z03","Z20",1,0.864549442232955,0
"Z03","Z21",1,0.871432265505695,0
"Z03","Z22",1,0.841870505421859,0
"Z03","Z23",1,0.867044278149438,0
"Z03","Z24",1,0.881291243007672,0
"Z03","Z26",1,0.85153612203683,0
"Z03","Z27",1,0.737453716315558,0
"Z03","Z28",1,0.7309787864796,0
"Z03","Z29",1,0.721923345027326,0
"Z03","Z30",1,0.696424598159953,0
"Z03","Z31",1,0.677148598156302,0
"Z03","Z32",1,0.646276585724284,0
"Z03","Z33",1,0.611252099080882,0
"Z03","Z35",1,0.838045471502037,0
"Z03","Z38",1,0.821771650849876,0
"Z03","Z39",1,0.822964910758498,0
"Z03","Z40",1,0.832675286981356,1
"Z03","Z41",1,0.64223233712241,0
"Z03","Z42",1,0.467506229375485,0
"Z03","Z43",1,0.351931014301234,0
"Z03","Z44",1,0.453564872003928,0
"Z03","Z45",1,0.417684917253102,0
"Z05","Z02",1,0.939268431807961,0
"Z05","Z03",1,0.831320773554925,0
"Z05","Z06",1,0.974004460014083,0
"Z05","Z07",1,0.950519487548393,0
"Z05","Z08",1,0.90973386098051,0
"Z05","Z10",1,0.823310979822297,0
"Z05","Z11",1,0.803620575090017,0
"Z05","Z13",1,0.740041078115713,0
"Z05","Z14",1,0.784850984296051,0
"Z05","Z15",1,0.773169642425692,0
"Z05","Z16",1,0.754754513236209,0
"Z05","Z17",1,0.722290898272188,0
"Z05","Z18",1,0.748856527359474,0
"Z05","Z19",1,0.753796636807048,0
"Z05","Z20",1,0.74448267903541,0
"Z05","Z21",1,0.746128588227837,0
"Z05","Z22",1,0.69526565556055,0
"Z05","Z23",1,0.716965284696797,0
"Z05","Z24",1,0.723915387328094,0
"Z05","Z26",1,0.682408582550123,0
"Z05","Z27",1,0.571103682799113,0
"Z05","Z28",1,0.569821826199442,0
"Z05","Z29",1,0.567301246251556,0
"Z05","Z30",1,0.56347015019232,0
"Z05","Z31",1,0.553598773577719,0
"Z05","Z32",1,0.532412437708886,0
"Z05","Z33",1,0.508020289198187,0
"Z05","Z35",1,0.697872454111411,0
"Z05","Z38",1,0.771066801523587,0
"Z05","Z39",1,0.753097402396768,0
"Z05","Z40",1,0.726315035695041,0
"Z05","Z41",1,0.645327445789922,0
"Z05","Z42",1,0.448475097895509,0
"Z05","Z43",1,0.329524506430544,0
"Z05","Z44",1,0.371773283710894,0
"Z05","Z45",1,0.342963832126788,0
"Z06","Z02",1,0.954984781428262,0
"Z06","Z03",1,0.857021429682635,0
"Z06","Z05",1,0.974004460014083,0
"Z06","Z07",1,0.981873300278735,0
"Z06","Z08",1,0.941787942048021,0
"Z06","Z10",1,0.857245346676591,0
"Z06","Z11",1,0.838201329764467,0
"Z06","Z13",1,0.774458169465906,0
"Z06","Z14",1,0.818685703116698,0
"Z06","Z15",1,0.806191877051005,0
"Z06","Z16",1,0.786223915934941,0
"Z06","Z17",1,0.753863668734202,0
"Z06","Z18",1,0.783505239371892,0
"Z06","Z19",1,0.788330390954696,0
"Z06","Z20",1,0.778800465481132,0
"Z06","Z21",1,0.780249299657702,0
"Z06","Z22",1,0.728659780129978,0
"Z06","Z23",1,0.749891819811879,0
"Z06","Z24",1,0.756032551631421,0
"Z06","Z26",1,0.713085269267288,0
"Z06","Z27",1,0.602911184899966,0
"Z06","Z28",1,0.60243917376868,0
"Z06","Z29",1,0.600645413264716,0
"Z06","Z30",1,0.597975149559073,0
"Z06","Z31",1,0.588242458372675,0
"Z06","Z32",1,0.567009221024711,0
"Z06","Z33",1,0.542358942585289,0
"Z06","Z35",1,0.731664935011687,0
"Z06","Z38",1,0.768990964142735,0
"Z06","Z39",1,0.753879476680974,0
"Z06","Z40",1,0.73323810465176,0
"Z06","Z41",1,0.671676095089233,0
"Z06","Z42",1,0.475934418589,0
"Z06","Z43",1,0.35685634824258,0
"Z06","Z44",1,0.404829151260999,0
"Z06","Z45",1,0.375474725250629,0
"Z07","Z02",1,0.938742823916262,0
"Z07","Z03",1,0.85727987513522,0
"Z07","Z05",1,0.950519487548393,0
"Z07","Z06",1,0.981873300278735,0
"Z07","Z08",1,0.947825686952801,0
"Z07","Z10",1,0.880988824068169,0
"Z07","Z11",1,0.859632283732292,0
"Z07","Z13",1,0.796987735399137,0
"Z07","Z14",1,0.842683802935358,0
"Z07","Z15",1,0.831304324860146,0
"Z07","Z16",1,0.812396314276634,0
"Z07","Z17",1,0.779975984350888,0
"Z07","Z18",1,0.803757723289715,0
"Z07","Z19",1,0.807057615176631,0
"Z07","Z20",1,0.796325802000728,0
"Z07","Z21",1,0.796931374423583,0
"Z07","Z22",1,0.743343594585056,0
"Z07","Z23",1,0.763305829537289,0
"Z07","Z24",1,0.767655775945422,0
"Z07","Z26",1,0.722367566827281,0
"Z07","Z27",1,0.61462202304765,0
"Z07","Z28",1,0.615740935750795,0
"Z07","Z29",1,0.615606646137605,0
"Z07","Z30",1,0.616968820518507,0
"Z07","Z31",1,0.608643941887463,0
"Z07","Z32",1,0.588741121003366,0
"Z07","Z33",1,0.565333475523221,0
"Z07","Z35",1,0.747463955080254,0
"Z07","Z38",1,0.749174221883357,0
"Z07","Z39",1,0.735680480467643,0
"Z07","Z40",1,0.718909654517635,0
"Z07","Z41",1,0.698373873593139,0
"Z07","Z42",1,0.502713746990588,0
"Z07","Z43",1,0.383634754011646,0
"Z07","Z44",1,0.429906064680676,0
"Z07","Z45",1,0.400997933961055,0
"Z08","Z02",1,0.955216316290884,0
"Z08","Z03",1,0.917647667349342,0
"Z08","Z05",1,0.90973386098051,0
"Z08","Z06",1,0.941787942048021,0
"Z08","Z07",1,0.947825686952801,0
"Z08","Z10",1,0.899285180332946,0
"Z08","Z11",1,0.890052511966742,0
"Z08","Z13",1,0.825573772789949,0
"Z08","Z14",1,0.862467075245241,0
"Z08","Z15",1,0.844899469831977,0
"Z08","Z16",1,0.817747073066937,0
"Z08","Z17",1,0.787234679329609,0
"Z08","Z18",1,0.840421324158563,0
"Z08","Z19",1,0.848140292701622,0
"Z08","Z20",1,0.840662144571377,0
"Z08","Z21",1,0.843197363450752,0
"Z08","Z22",1,0.793912650607453,0
"Z08","Z23",1,0.815859553508628,0
"Z08","Z24",1,0.822684482043004,0
"Z08","Z26",1,0.779908384708277,0
"Z08","Z27",1,0.669661343804076,0
"Z08","Z28",1,0.668729687706288,0
"Z08","Z29",1,0.666050075192064,0
"Z08","Z30",1,0.659099195803792,0
"Z08","Z31",1,0.646992390502391,0
"Z08","Z32",1,0.622980952122837,0
"Z08","Z33",1,0.595060729348917,0
"Z08","Z35",1,0.795977173217995,0
"Z08","Z38",1,0.782742442593639,0
"Z08","Z39",1,0.773955021125913,0
"Z08","Z40",1,0.765806581733078,0
"Z08","Z41",1,0.688565872693844,0
"Z08","Z42",1,0.49932245623949,0
"Z08","Z43",1,0.380778047857676,0
"Z08","Z44",1,0.449795455855522,0
"Z08","Z45",1,0.417948772775432,0
"Z10","Z02",1,0.846649749980849,0
"Z10","Z03",1,0.858810576870014,0
"Z10","Z05",1,0.823310979822297,0
"Z10","Z06",1,0.857245346676591,0
"Z10","Z07",1,0.880988824068169,0
"Z10","Z08",1,0.899285180332946,0
"Z10","Z11",1,0.977177345842842,0
"Z10","Z13",1,0.923701344383854,0
"Z10","Z14",1,0.970052572109182,0
"Z10","Z15",1,0.95426874142912,0
"Z10","Z16",1,0.925353377028864,0
"Z10","Z17",1,0.896163176919462,0
"Z10","Z18",1,0.92312927293757,0
"Z10","Z19",1,0.919176823629769,0
"Z10","Z20",1,0.903911849959524,0
"Z10","Z21",1,0.900240996397946,0
"Z10","Z22",1,0.843143543249146,0
"Z10","Z23",1,0.855033383582715,0
"Z10","Z24",1,0.850009194942059,0
"Z10","Z26",1,0.799048278687358,0
"Z10","Z27",1,0.709078152761644,0
"Z10","Z28",1,0.716579093718554,0
"Z10","Z29",1,0.722811375430636,0
"Z10","Z30",1,0.737417546033823,0
"Z10","Z31",1,0.732642358882837,0
"Z10","Z32",1,0.715194220458694,0
"Z10","Z33",1,0.692930691750699,0
"Z10","Z35",1,0.851930667640599,0
"Z10","Z38",1,0.683405776558697,0
"Z10","Z39",1,0.679281006584752,0
"Z10","Z40",1,0.683202781086296,0
"Z10","Z41",1,0.790427935087043,0
"Z10","Z42",1,0.60684073627347,0
"Z10","Z43",1,0.488791464648534,0
"Z10","Z44",1,0.555467073084129,0
"Z10","Z45",1,0.525023131632133,0
"Z11","Z02",1,0.836666737982787,0
"Z11","Z03",1,0.870661804173841,0
"Z11","Z05",1,0.803620575090017,0
"Z11","Z06",1,0.838201329764467,0
"Z11","Z07",1,0.859632283732292,0
"Z11","Z08",1,0.890052511966742,0
"Z11","Z10",1,0.977177345842842,1
"Z11","Z13",1,0.943974752421431,0
"Z11","Z14",1,0.972878073647884,0
"Z11","Z15",1,0.95031986096952,0
"Z11","Z16",1,0.916406237464575,0
"Z11","Z17",1,0.892950149019207,0
"Z11","Z18",1,0.951811033602695,0
"Z11","Z19",1,0.950192969437709,0
"Z11","Z20",1,0.935277575320399,0
"Z11","Z21",1,0.931716960521182,0
"Z11","Z22",1,0.874608340048453,0
"Z11","Z23",1,0.886251150377123,0
"Z11","Z24",1,0.880403333284693,0
"Z11","Z26",1,0.829462775657817,0
"Z11","Z27",1,0.740526587394998,0
"Z11","Z28",1,0.747769370369808,0
"Z11","Z29",1,0.753387241249956,0
"Z11","Z30",1,0.764515279272868,0
"Z11","Z31",1,0.757552690405888,0
"Z11","Z32",1,0.737443155001462,0
"Z11","Z33",1,0.712161449974664,0
"Z11","Z35",1,0.883232957190502,0
"Z11","Z38",1,0.687931301377493,0
"Z11","Z39",1,0.686295599329895,0
"Z11","Z40",1,0.69512783666627,0
"Z11","Z41",1,0.779354042934032,0
"Z11","Z42",1,0.604194235843123,0
"Z11","Z43",1,0.487498245181179,0
"Z11","Z44",1,0.568326231612067,0
"Z11","Z45",1,0.536081361029377,0
"Z13","Z02",1,0.77229549502996,0
"Z13","Z03",1,0.820078796444039,0
"Z13","Z05",1,0.740041078115713,0
"Z13","Z06",1,0.774458169465906,0
"Z13","Z07",1,0.796987735399137,0
"Z13","Z08",1,0.825573772789949,0
"Z13","Z10",1,0.923701344383854,0
"Z13","Z11",1,0.943974752421431,0
"Z13","Z14",1,0.958526341469734,0
"Z13","Z15",1,0.953351026669442,0
"Z13","Z16",1,0.930749519732039,0
"Z13","Z17",1,0.926384611526352,0
"Z13","Z18",1,0.976621105813076,0
"Z13","Z19",1,0.958521487160101,0
"Z13","Z20",1,0.945369620803171,0
"Z13","Z21",1,0.936534767065667,0
"Z13","Z22",1,0.894685889257142,0
"Z13","Z23",1,0.893456086659136,0
"Z13","Z24",1,0.878986936007848,0
"Z13","Z26",1,0.833408529413369,0
"Z13","Z27",1,0.769202186091761,0
"Z13","Z28",1,0.782102785016244,0
"Z13","Z29",1,0.793876025140323,0
"Z13","Z30",1,0.819532211106594,0
"Z13","Z31",1,0.817020324053474,0
"Z13","Z32",1,0.800100178389708,0
"Z13","Z33",1,0.776504139174216,0
"Z13","Z35",1,0.907760536380025,0
"Z13","Z38",1,0.633447977559654,0
"Z13","Z39",1,0.63460298882544,0
"Z13","Z40",1,0.64991265887888,0
"Z13","Z41",1,0.809880321861381,0
"Z13","Z42",1,0.653585241573739,0
"Z13","Z43",1,0.539585768670261,0
"Z13","Z44",1,0.632295362144281,0
"Z13","Z45",1,0.599305994510199,0
"Z14","Z02",1,0.809309780986242,0
"Z14","Z03",1,0.83495812449975,0
"Z14","Z05",1,0.784850984296051,0
"Z14","Z06",1,0.818685703116698,0
"Z14","Z07",1,0.842683802935358,0
"Z14","Z08",1,0.862467075245241,0
"Z14","Z10",1,0.970052572109182,1
"Z14","Z11",1,0.972878073647884,0
"Z14","Z13",1,0.958526341469734,0
"Z14","Z15",1,0.985991047682182,0
"Z14","Z16",1,0.951874805118094,0
"Z14","Z17",1,0.92838526485597,0
"Z14","Z18",1,0.946930763119447,0
"Z14","Z19",1,0.935937466101557,0
"Z14","Z20",1,0.919323718099477,0
"Z14","Z21",1,0.912936305539926,0
"Z14","Z22",1,0.859354877912,0
"Z14","Z23",1,0.865665288252285,0
"Z14","Z24",1,0.856135855938011,0
"Z14","Z26",1,0.806149121923139,0
"Z14","Z27",1,0.727581067663556,0
"Z14","Z28",1,0.738008475797485,0
"Z14","Z29",1,0.747385073267833,0
"Z14","Z30",1,0.769465585398822,0
"Z14","Z31",1,0.767159477775424,0
"Z14","Z32",1,0.751729166326783,0
"Z14","Z33",1,0.730819596230608,0
"Z14","Z35",1,0.870419701262448,0
"Z14","Z38",1,0.653222451189089,0
"Z14","Z39",1,0.651020175218619,0
"Z14","Z40",1,0.659353451628845,0
"Z14","Z41",1,0.815024835933216,0
"Z14","Z42",1,0.638930333761409,0
"Z14","Z43",1,0.521752771529795,0
"Z14","Z44",1,0.593982305274336,0
"Z14","Z45",1,0.563285861161232,0
"Z15","Z02",1,0.792368807040324,0
"Z15","Z03",1,0.812619097781237,0
"Z15","Z05",1,0.773169642425692,0
"Z15","Z06",1,0.806191877051005,0
"Z15","Z07",1,0.831304324860146,0
"Z15","Z08",1,0.844899469831977,0
"Z15","Z10",1,0.95426874142912,0
"Z15","Z11",1,0.95031986096952,0
"Z15","Z13",1,0.953351026669442,0
"Z15","Z14",1,0.985991047682182,0
"Z15","Z16",1,0.974501263580424,0
"Z15","Z17",1,0.949750225077452,0
"Z15","Z18",1,0.932471494530083,0
"Z15","Z19",1,0.918631440726198,0
"Z15","Z20",1,0.902230959213017,0
"Z15","Z21",1,0.894991486876912,0
"Z15","Z22",1,0.844234118302238,0
"Z15","Z23",1,0.84803696540532,0
"Z15","Z24",1,0.837091824303192,0
"Z15","Z26",1,0.787919140581823,0
"Z15","Z27",1,0.71503325242775,0
"Z15","Z28",1,0.727139802392091,0
"Z15","Z29",1,0.738572641527659,0
"Z15","Z30",1,0.76708619028107,0
"Z15","Z31",1,0.767861173153249,0
"Z15","Z32",1,0.75580799559586,0
"Z15","Z33",1,0.73821746110892,0
"Z15","Z35",1,0.856239279127868,0
"Z15","Z38",1,0.63189435474634,0
"Z15","Z39",1,0.629200787944122,0
"Z15","Z40",1,0.636879340922691,0
"Z15","Z41",1,0.83766828420672,0
"Z15","Z42",1,0.659908619532875,0
"Z15","Z43",1,0.542293005009627,0
"Z15","Z44",1,0.607232877185078,0
"Z15","Z45",1,0.577804540846623,0
"Z16","Z02",1,0.766567608626283,0
"Z16","Z03",1,0.779254046946862,0
"Z16","Z05",1,0.754754513236209,0
"Z16","Z06",1,0.786223915934941,0
"Z16","Z07",1,0.812396314276634,1
"Z16","Z08",1,0.817747073066937,0
"Z16","Z10",1,0.925353377028864,1
"Z16","Z11",1,0.916406237464575,0
"Z16","Z13",1,0.930749519732039,0
"Z16","Z14",1,0.951874805118094,0
"Z16","Z15",1,0.974501263580424,1
"Z16","Z17",1,0.976178508923595,1
"Z16","Z18",1,0.903761007533452,0
"Z16","Z19",1,0.888084642587462,0
"Z16","Z20",1,0.872220326731503,0
"Z16","Z21",1,0.864347864377528,0
"Z16","Z22",1,0.817112796558344,0
"Z16","Z23",1,0.818237132692317,0
"Z16","Z24",1,0.805950998930904,0
"Z16","Z26",1,0.75787544299055,0
"Z16","Z27",1,0.692121954007699,0
"Z16","Z28",1,0.706286373380729,0
"Z16","Z29",1,0.720295756266844,0
"Z16","Z30",1,0.757229066693196,0
"Z16","Z31",1,0.762436864310824,0
"Z16","Z32",1,0.755661092344099,0
"Z16","Z33",1,0.743546862957565,0
"Z16","Z35",1,0.829959686331547,0
"Z16","Z38",1,0.600325033267356,0
"Z16","Z39",1,0.596838278034318,0
"Z16","Z40",1,0.603344693487717,0
"Z16","Z41",1,0.871522396225655,0
"Z16","Z42",1,0.689915988182285,0
"Z16","Z43",1,0.571597995923466,0
"Z16","Z44",1,0.623308240131163,0
"Z16","Z45",1,0.596169374787093,0
"Z17","Z02",1,0.73542547879098,0
"Z17","Z03",1,0.755016669900684,0
"Z17","Z05",1,0.722290898272188,0
"Z17","Z06",1,0.753863668734202,0
"Z17","Z07",1,0.779975984350888,1
"Z17","Z08",1,0.787234679329609,0
"Z17","Z10",1,0.896163176919462,0
"Z17","Z11",1,0.892950149019207,0
"Z17","Z13",1,0.926384611526352,0
"Z17","Z14",1,0.92838526485597,0
"Z17","Z15",1,0.949750225077452,1
"Z17","Z16",1,0.976178508923595,1
"Z17","Z18",1,0.895169985143367,0
"Z17","Z19",1,0.877642677501607,0
"Z17","Z20",1,0.863351651314959,0
"Z17","Z21",1,0.854694950997381,0
"Z17","Z22",1,0.814351963340051,0
"Z17","Z23",1,0.811285308926579,0
"Z17","Z24",1,0.796765071457174,0
"Z17","Z26",1,0.751463494268237,0
"Z17","Z27",1,0.696843219478241,0
"Z17","Z28",1,0.713305958386974,0
"Z17","Z29",1,0.72999218466613,0
"Z17","Z30",1,0.774444108984216,0
"Z17","Z31",1,0.783175854934811,0
"Z17","Z32",1,0.780231551109664,0
"Z17","Z33",1,0.77145703620196,0
"Z17","Z35",1,0.828040681977426,0
"Z17","Z38",1,0.573096734137414,0
"Z17","Z39",1,0.570752563824388,0
"Z17","Z40",1,0.579876474668279,0
"Z17","Z41",1,0.891113929441491,1
"Z17","Z42",1,0.718812933373386,0
"Z17","Z43",1,0.601122688135135,0
"Z17","Z44",1,0.655404746808317,0
"Z17","Z45",1,0.628571836112563,0
"Z18","Z02",1,0.788246181960946,0
"Z18","Z03",1,0.847171537175959,0
"Z18","Z05",1,0.748856527359474,0
"Z18","Z06",1,0.783505239371892,0
"Z18","Z07",1,0.803757723289715,0
"Z18","Z08",1,0.840421324158563,0
"Z18","Z10",1,0.92312927293757,0
"Z18","Z11",1,0.951811033602695,0
"Z18","Z13",1,0.976621105813076,0
"Z18","Z14",1,0.946930763119447,0
"Z18","Z15",1,0.932471494530083,0
"Z18","Z16",1,0.903761007533452,0
"Z18","Z17",1,0.895169985143367,0
"Z18","Z19",1,0.990508544089228,0
"Z18","Z20",1,0.976700763264042,0
"Z18","Z21",1,0.968174961797323,0
"Z18","Z22",1,0.920354392595907,0
"Z18","Z23",1,0.92311322757287,0
"Z18","Z24",1,0.909971496011736,0
"Z18","Z26",1,0.86274933165021,0
"Z18","Z27",1,0.789304217025135,0
"Z18","Z28",1,0.799380997153147,0
"Z18","Z29",1,0.807538416281759,0
"Z18","Z30",1,0.821303841884398,0
"Z18","Z31",1,0.813365537681293,0
"Z18","Z32",1,0.791123391882111,0
"Z18","Z33",1,0.762752347005607,0
"Z18","Z35",1,0.931968801961235,0
"Z18","Z38",1,0.660315029556322,0
"Z18","Z39",1,0.66266545399252,0
"Z18","Z40",1,0.679903251080853,0
"Z18","Z41",1,0.778136411977022,0
"Z18","Z42",1,0.622993337259619,0
"Z18","Z43",1,0.509909238064906,0
"Z18","Z44",1,0.611887682459609,0
"Z18","Z45",1,0.577366210299488,0
"Z19","Z02",1,0.797144550602781,0
"Z19","Z03",1,0.86259851588556,0
"Z19","Z05",1,0.753796636807048,0
"Z19","Z06",1,0.788330390954696,0
"Z19","Z07",1,0.807057615176631,0
"Z19","Z08",1,0.848140292701622,0
"Z19","Z10",1,0.919176823629769,0
"Z19","Z11",1,0.950192969437709,0
"Z19","Z13",1,0.958521487160101,1
"Z19","Z14",1,0.935937466101557,0
"Z19","Z15",1,0.918631440726198,0
"Z19","Z16",1,0.888084642587462,0
"Z19","Z17",1,0.877642677501607,0
"Z19","Z18",1,0.990508544089228,1
"Z19","Z20",1,0.992040528769205,0
"Z19","Z21",1,0.984903475519339,0
"Z19","Z22",1,0.931391019998891,0
"Z19","Z23",1,0.93802779996994,0
"Z19","Z24",1,0.9265100102506,0
"Z19","Z26",1,0.87793275713181,0
"Z19","Z27",1,0.797947971489822,0
"Z19","Z28",1,0.806049687130529,0
"Z19","Z29",1,0.811782923699493,0
"Z19","Z30",1,0.818287162953131,0
"Z19","Z31",1,0.807494738774227,0
"Z19","Z32",1,0.78271733320979,0
"Z19","Z33",1,0.752170586916642,0
"Z19","Z35",1,0.941208029831861,0
"Z19","Z38",1,0.676025191634296,0
"Z19","Z39",1,0.679028033650403,0
"Z19","Z40",1,0.69726848558447,0
"Z19","Z41",1,0.760375841549517,0
"Z19","Z42",1,0.605189684994514,0
"Z19","Z43",1,0.492466105065207,0
"Z19","Z44",1,0.598532822081281,0
"Z19","Z45",1,0.563327118046112,0
"Z20","Z02",1,0.791123722795604,0
"Z20","Z03",1,0.864549442232955,0
"Z20","Z05",1,0.74448267903541,0
"Z20","Z06",1,0.778800465481132,0
"Z20","Z07",1,0.796325802000728,0
"Z20","Z08",1,0.840662144571377,0
"Z20","Z10",1,0.903911849959524,0
"Z20","Z11",1,0.935277575320399,0
"Z20","Z13",1,0.945369620803171,0
"Z20","Z14",1,0.919323718099477,0
"Z20","Z15",1,0.902230959213017,0
"Z20","Z16",1,0.872220326731503,0
"Z20","Z17",1,0.863351651314959,0
"Z20","Z18",1,0.976700763264042,0
"Z20","Z19",1,0.992040528769205,0
"Z20","Z21",1,0.99957588995877,0
"Z20","Z22",1,0.947596159923129,0
"Z20","Z23",1,0.954446720090441,0
"Z20","Z24",1,0.941925233000806,0
"Z20","Z26",1,0.894192059165242,0
"Z20","Z27",1,0.813748524940456,0
"Z20","Z28",1,0.821054633286602,0
"Z20","Z29",1,0.82555749749721,0
"Z20","Z30",1,0.827088536897652,0
"Z20","Z31",1,0.813951649072866,0
"Z20","Z32",1,0.786934944799359,0
"Z20","Z33",1,0.754260918316187,0
"Z20","Z35",1,0.95658341734366,0
"Z20","Z38",1,0.679303785197617,0
"Z20","Z39",1,0.68358195461218,0
