"from","to","trial","spatial_weight"
"Y08","Y29",1,0.0380328601293113
"Y08","Y30",1,0.0464994366061681
"Y09","Y01",1,0.715415034190026
"Y09","Y02",1,0.761694208704909
"Y09","Y03",1,0.833836375055301
"Y09","Y04",1,0.860605897670592
"Y09","Y05",1,0.892586338936537
"Y09","Y06",1,0.910480447713941
"Y09","Y07",1,0.940345459904546
"Y09","Y08",1,0.974711865970879
"Y09","Y10",1,0.966629679090292
"Y09","Y11",1,0.767080797559178
"Y09","Y14",1,0.428100147791378
"Y09","Y16",1,0.497010669782469
"Y09","Y17",1,0.480059797299373
"Y09","Y18",1,0.427800778897722
"Y09","Y19",1,0.637387404900173
"Y09","Y20",1,0.595229587062927
"Y09","Y21",1,0.564529592447656
"Y09","Y22",1,0.538537268606539
"Y09","Y23",1,0.308380959182286
"Y09","Y24",1,0.259878546279365
"Y09","Y25",1,0.191515556963213
"Y09","Y26",1,0.155438248200637
"Y09","Y27",1,0.0706955092884094
"Y09","Y28",1,0.0412751359959397
"Y09","Y29",1,0.00687336675192151
"Y09","Y30",1,0.0166084495841528
"Y10","Y01",1,0.745409614958273
"Y10","Y02",1,0.785771305837084
"Y10","Y03",1,0.843566669392701
"Y10","Y04",1,0.868342656958896
"Y10","Y05",1,0.896360088475076
"Y10","Y06",1,0.913918967759685
"Y10","Y07",1,0.940711479455431
"Y10","Y08",1,0.971325777175087
"Y10","Y09",1,0.966629679090018
"Y10","Y11",1,0.771476406340808
"Y10","Y14",1,0.392174849891575
"Y10","Y16",1,0.469114784693592
"Y10","Y17",1,0.452615007538532
"Y10","Y18",1,0.40074842740966
"Y10","Y19",1,0.629413533574324
"Y10","Y20",1,0.588893325789438
"Y10","Y21",1,0.559318224731028
"Y10","Y22",1,0.535712209647556
"Y10","Y23",1,0.303094559678236
"Y10","Y24",1,0.253980348811864
"Y10","Y25",1,0.184715861654629
"Y10","Y26",1,0.14885001902358
"Y10","Y27",1,0.0641428639878833
"Y10","Y28",1,0.0346493108535739
"Y10","Y29",1,0
"Y10","Y30",1,0.00747405304556985
"Y11","Y01",1,0.85948805878598
"Y11","Y02",1,0.911098910921203
"Y11","Y03",1,0.941382084790353
"Y11","Y04",1,0.918141151121233
"Y11","Y05",1,0.888551983102135
"Y11","Y06",1,0.870378639161533
"Y11","Y07",1,0.840568258065935
"Y11","Y08",1,0.804208874030481
"Y11","Y09",1,0.767080797559217
"Y11","Y10",1,0.771476406340986
"Y11","Y14",1,0.516745354021939
"Y11","Y16",1,0.634753478895835
"Y11","Y17",1,0.621987512868607
"Y11","Y18",1,0.575823386354209
"Y11","Y19",1,0.857809849836211
"Y11","Y20",1,0.823452475009233
"Y11","Y21",1,0.796817588305591
"Y11","Y22",1,0.776730749221692
"Y11","Y23",1,0.543246157901582
"Y11","Y24",1,0.493715979837179
"Y11","Y25",1,0.423747650706186
"Y11","Y26",1,0.388255735786651
"Y11","Y27",1,0.303847428905777
"Y11","Y28",1,0.274355113378889
"Y11","Y29",1,0.239533930064445
"Y11","Y30",1,0.244260822010551
"Y14","Y01",1,0.363449170543796
"Y14","Y02",1,0.412840382260843
"Y14","Y03",1,0.477004081906105
"Y14","Y04",1,0.47597951854707
"Y14","Y05",1,0.474019835702452
"Y14","Y06",1,0.465967658364975
"Y14","Y07",1,0.45462304945749
"Y14","Y08",1,0.434992267645503
"Y14","Y09",1,0.42810014779163
"Y14","Y10",1,0.392174849891453
"Y14","Y11",1,0.516745354022237
"Y14","Y16",1,0.869609169740634
"Y14","Y17",1,0.86947339485884
"Y14","Y18",1,0.86861234194781
"Y14","Y19",1,0.627697329255391
"Y14","Y20",1,0.621059732096621
"Y14","Y21",1,0.612198064055181
"Y14","Y22",1,0.587774408819242
"Y14","Y23",1,0.537580741681067
"Y14","Y24",1,0.517258991775711
"Y14","Y25",1,0.484186390111914
"Y14","Y26",1,0.456327503674031
"Y14","Y27",1,0.392344055177732
"Y14","Y28",1,0.370013196152712
"Y14","Y29",1,0.345179013120045
"Y14","Y30",1,0.379703820553152
"Y16","Y01",1,0.487565463660131
"Y16","Y02",1,0.532137287935125
"Y16","Y03",1,0.583400786516956
"Y16","Y04",1,0.576758590751085
"Y16","Y05",1,0.567733004094561
"Y16","Y06",1,0.556218794140257
"Y16","Y07",1,0.538868863718339
"Y16","Y08",1,0.512796586987087
"Y16","Y09",1,0.49701066978158
"Y16","Y10",1,0.469114784693115
"Y16","Y11",1,0.634753478895997
"Y16","Y14",1,0.869609169739854
"Y16","Y17",1,0.997189490335801
"Y16","Y18",1,0.945152272751606
"Y16","Y19",1,0.764286944601949
"Y16","Y20",1,0.763236726354869
"Y16","Y21",1,0.756659472661346
"Y16","Y22",1,0.733048508985896
"Y16","Y23",1,0.660533468355178
"Y16","Y24",1,0.631684677044265
"Y16","Y25",1,0.586238394181279
"Y16","Y26",1,0.554095042426347
"Y16","Y27",1,0.480046177415371
"Y16","Y28",1,0.45433986080606
"Y16","Y29",1,0.425212903793025
"Y16","Y30",1,0.452192798835344
"Y17","Y01",1,0.476317595046241
"Y17","Y02",1,0.519893968713039
"Y17","Y03",1,0.569167480560608
"Y17","Y04",1,0.561918563757385
"Y17","Y05",1,0.55224710134322
"Y17","Y06",1,0.540472592786583
"Y17","Y07",1,0.522715719888873
"Y17","Y08",1,0.496282432640235
"Y17","Y09",1,0.48005979729969
"Y17","Y10",1,0.452615007539187
"Y17","Y11",1,0.621987512869784
"Y17","Y14",1,0.869473394858587
"Y17","Y16",1,0.997189490335615
"Y17","Y18",1,0.962617926872353
"Y17","Y19",1,0.755382312204501
"Y17","Y20",1,0.757095425401208
"Y17","Y21",1,0.75259941036143
"Y17","Y22",1,0.73060390111953
"Y17","Y23",1,0.670450188266069
"Y17","Y24",1,0.643209526060417
"Y17","Y25",1,0.599509273607365
"Y17","Y26",1,0.567818832972282
"Y17","Y27",1,0.494695947819046
"Y17","Y28",1,0.469260814952626
"Y17","Y29",1,0.440460146521783
"Y17","Y30",1,0.468053238160952
"Y18","Y01",1,0.43350269746833
"Y18","Y02",1,0.474971165576934
"Y18","Y03",1,0.520499190946588
"Y18","Y04",1,0.512265042085735
"Y18","Y05",1,0.501626149964921
"Y18","Y06",1,0.489495695828117
"Y18","Y07",1,0.471223797553957
"Y18","Y08",1,0.44439374976441
"Y18","Y09",1,0.427800778897036
"Y18","Y10",1,0.400748427409662
"Y18","Y11",1,0.57582338635568
"Y18","Y14",1,0.868612341947914
"Y18","Y16",1,0.945152272751811
"Y18","Y17",1,0.962617926871085
"Y18","Y19",1,0.716000291578333
"Y18","Y20",1,0.723607316893263
"Y18","Y21",1,0.723984337293038
"Y18","Y22",1,0.706319572177035
"Y18","Y23",1,0.683978030796888
"Y18","Y24",1,0.66290893179136
"Y18","Y25",1,0.62632371748673
"Y18","Y26",1,0.596668533526579
"Y18","Y27",1,0.527722693055509
"Y18","Y28",1,0.503527841191902
"Y18","Y29",1,0.476219642364363
"Y18","Y30",1,0.506470026595369
"Y19","Y01",1,0.730905974152297
"Y19","Y02",1,0.767032825195562
"Y19","Y03",1,0.788041951877275
"Y19","Y04",1,0.770091359100385
"Y19","Y05",1,0.747165946346035
"Y19","Y06",1,0.73026432738818
"Y19","Y07",1,0.703296047234938
"Y19","Y08",1,0.668396018003906
"Y19","Y09",1,0.637387404900707
"Y19","Y10",1,0.629413533574379
"Y19","Y11",1,0.857809849836337
"Y19","Y14",1,0.627697329254509
"Y19","Y16",1,0.764286944602051
"Y19","Y17",1,0.75538231220584
"Y19","Y18",1,0.716000291577601
"Y19","Y20",1,0.971381216933283
"Y19","Y21",1,0.939516692208037
"Y19","Y22",1,0.908294665614904
"Y19","Y23",1,0.685710755743473
"Y19","Y24",1,0.63745105181181
"Y19","Y25",1,0.569113930070736
"Y19","Y26",1,0.533054349153497
"Y19","Y27",1,0.448304758471778
"Y19","Y28",1,0.418872021708256
"Y19","Y29",1,0.384423087969632
"Y19","Y30",1,0.393013206039386
"Y20","Y01",1,0.711378096511721
"Y20","Y02",1,0.741070001100461
"Y20","Y03",1,0.75132713816663
"Y20","Y04",1,0.731693456056074
"Y20","Y05",1,0.707224556075106
"Y20","Y06",1,0.689963792720971
"Y20","Y07",1,0.662370571626425
"Y20","Y08",1,0.627072987205187
"Y20","Y09",1,0.595229587062496
"Y20","Y10",1,0.588893325789497
"Y20","Y11",1,0.823452475008882
"Y20","Y14",1,0.621059732095966
"Y20","Y16",1,0.763236726354546
"Y20","Y17",1,0.757095425400941
"Y20","Y18",1,0.723607316892917
"Y20","Y19",1,0.971381216933175
"Y20","Y21",1,0.98313999819701
"Y20","Y22",1,0.950979417973426
"Y20","Y23",1,0.728166756982224
"Y20","Y24",1,0.679542764810393
"Y20","Y25",1,0.61069760587821
"Y20","Y26",1,0.574740303684244
"Y20","Y27",1,0.489989190757327
"Y20","Y28",1,0.460517340443786
"Y20","Y29",1,0.42595003504934
"Y20","Y30",1,0.433352956446162
"Y21","Y01",1,0.695030413585574
"Y21","Y02",1,0.720271325828748
"Y21","Y03",1,0.723825113532991
"Y21","Y04",1,0.703239959387919
"Y21","Y05",1,0.677870906688726
"Y21","Y06",1,0.660412153942457
"Y21","Y07",1,0.632451223134746
"Y21","Y08",1,0.596923769605704
"Y21","Y09",1,0.564529592447503
"Y21","Y10",1,0.559318224731231
"Y21","Y11",1,0.796817588305226
"Y21","Y14",1,0.612198064055616
"Y21","Y16",1,0.756659472661412
"Y21","Y17",1,0.752599410360475
"Y21","Y18",1,0.723984337293582
"Y21","Y19",1,0.939516692207882
"Y21","Y20",1,0.983139998197063
"Y21","Y22",1,0.981149325409685
"Y21","Y23",1,0.758597471451454
"Y21","Y24",1,0.709649938022698
"Y21","Y25",1,0.640372428505428
"Y21","Y26",1,0.604542139607974
"Y21","Y27",1,0.519840651718707
"Y21","Y28",1,0.490346707029393
"Y21","Y29",1,0.455686199805616
"Y21","Y30",1,0.462018615700747
"Y22","Y01",1,0.689071793445177
"Y22","Y02",1,0.708682759100007
"Y22","Y03",1,0.703127550937936
"Y22","Y04",1,0.681154860428562
"Y22","Y05",1,0.654347763863498
"Y22","Y06",1,0.636587042130193
"Y22","Y07",1,0.608002258085478
"Y22","Y08",1,0.57209218213829
"Y22","Y09",1,0.538537268606483
"Y22","Y10",1,0.535712209647334
"Y22","Y11",1,0.776730749221877
"Y22","Y14",1,0.587774408820064
"Y22","Y16",1,0.733048508987378
"Y22","Y17",1,0.73060390111917
"Y22","Y18",1,0.706319572176858
"Y22","Y19",1,0.908294665614913
"Y22","Y20",1,0.950979417973425
"Y22","Y21",1,0.98114932540965
"Y22","Y23",1,0.781531283439412
"Y22","Y24",1,0.731981316303885
"Y22","Y25",1,0.661916910050283
"Y22","Y26",1,0.62651055239383
"Y22","Y27",1,0.542132505277162
"Y22","Y28",1,0.51264039877427
"Y22","Y29",1,0.477817245461578
"Y22","Y30",1,0.481799677834812
"Y23","Y01",1,0.47013010059169
"Y23","Y02",1,0.480762271171886
"Y23","Y03",1,0.469648764255994
"Y23","Y04",1,0.447898897057944
"Y23","Y05",1,0.421726573678595
"Y23","Y06",1,0.404156267668686
"Y23","Y07",1,0.376055534061906
"Y23","Y08",1,0.340505597631035
"Y23","Y09",1,0.308380959182194
"Y23","Y10",1,0.303094559677806
"Y23","Y11",1,0.543246157901375
"Y23","Y14",1,0.537580741681266
"Y23","Y16",1,0.660533468354862
"Y23","Y17",1,0.670450188265839
"Y23","Y18",1,0.68397803079671
"Y23","Y19",1,0.685710755744013
"Y23","Y20",1,0.72816675698204
"Y23","Y21",1,0.758597471451524
"Y23","Y22",1,0.781531283438935
"Y23","Y24",1,0.965297456670223
"Y23","Y25",1,0.894885629974658
"Y23","Y26",1,0.859893404093357
"Y23","Y27",1,0.775617256341422
"Y23","Y28",1,0.746124560483122
"Y23","Y29",1,0.711299830236653
"Y23","Y30",1,0.71347269513976
"Y24","Y01",1,0.421148286571003
"Y24","Y02",1,0.4311682874141
"Y24","Y03",1,0.420140571771685
"Y24","Y04",1,0.39853526498335
"Y24","Y05",1,0.372577861975755
"Y24","Y06",1,0.355065991594378
"Y24","Y07",1,0.32710155241453
"Y24","Y08",1,0.291656045356395
"Y24","Y09",1,0.259878546279835
"Y24","Y10",1,0.253980348811074
"Y24","Y11",1,0.493715979837394
"Y24","Y14",1,0.517258991776156
"Y24","Y16",1,0.631684677044432
"Y24","Y17",1,0.643209526060406
"Y24","Y18",1,0.662908931791021
"Y24","Y19",1,0.637451051811869
"Y24","Y20",1,0.679542764810378
"Y24","Y21",1,0.709649938022529
"Y24","Y22",1,0.731981316304449
"Y24","Y23",1,0.965297456669352
"Y24","Y25",1,0.94458105266046
"Y24","Y26",1,0.909541326111297
"Y24","Y27",1,0.825077715330088
"Y24","Y28",1,0.795575208875072
"Y24","Y29",1,0.760803909027465
"Y24","Y30",1,0.76302276789197
"Y25","Y01",1,0.351206125978758
"Y25","Y02",1,0.360757711626043
"Y25","Y03",1,0.350220728382568
"Y25","Y04",1,0.328853791820765
"Y25","Y05",1,0.303232162851981
"Y25","Y06",1,0.285812677762625
"Y25","Y07",1,0.258058692205726
"Y25","Y08",1,0.222777982681596
"Y25","Y09",1,0.191515556962611
"Y25","Y10",1,0.184715861655057
"Y25","Y11",1,0.423747650705695
"Y25","Y14",1,0.484186390111879
"Y25","Y16",1,0.586238394181264
"Y25","Y17",1,0.599509273607374
"Y25","Y18",1,0.626323717486489
"Y25","Y19",1,0.56911393007036
"Y25","Y20",1,0.610697605877604
"Y25","Y21",1,0.640372428505622
"Y25","Y22",1,0.661916910050194
"Y25","Y23",1,0.894885629973826
"Y25","Y24",1,0.944581052661443
"Y25","Y26",1,0.978837448990948
"Y25","Y27",1,0.894189067190662
"Y25","Y28",1,0.864773773287262
"Y25","Y29",1,0.830268296674456
"Y25","Y30",1,0.83333442707866
"Y26","Y01",1,0.318030182101963
"Y26","Y02",1,0.326475934202942
"Y26","Y03",1,0.314690456077287
"Y26","Y04",1,0.293173033840681
"Y26","Y05",1,0.267399678711776
"Y26","Y06",1,0.249946380814352
"Y26","Y07",1,0.222125890650785
"Y26","Y08",1,0.186800861928297
"Y26","Y09",1,0.15543824820066
"Y26","Y10",1,0.148850019022814
"Y26","Y11",1,0.388255735787143
"Y26","Y14",1,0.456327503674242
"Y26","Y16",1,0.554095042426343
"Y26","Y17",1,0.567818832972282
"Y26","Y18",1,0.596668533526587
"Y26","Y19",1,0.533054349153701
"Y26","Y20",1,0.574740303683779
"Y26","Y21",1,0.604542139608682
"Y26","Y22",1,0.626510552393969
"Y26","Y23",1,0.85989340409394
"Y26","Y24",1,0.909541326111269
"Y26","Y25",1,0.978837448990833
"Y26","Y27",1,0.930258648222971
"Y26","Y28",1,0.900792936756985
"Y26","Y29",1,0.866155809514168
"Y26","Y30",1,0.866344768791081
"Y27","Y01",1,0.236815725122191
"Y27","Y02",1,0.243606432654065
"Y27","Y03",1,0.230252377193847
"Y27","Y04",1,0.208596947568379
"Y27","Y05",1,0.18271043802986
"Y27","Y06",1,0.165237372863031
"Y27","Y07",1,0.137385722086036
"Y27","Y08",1,0.102047727508986
"Y27","Y09",1,0.0706955092888066
"Y27","Y10",1,0.0641428639883999
"Y27","Y11",1,0.303847428905745
"Y27","Y14",1,0.392344055177777
"Y27","Y16",1,0.480046177415346
"Y27","Y17",1,0.49469594781903
"Y27","Y18",1,0.527722693055512
"Y27","Y19",1,0.44830475847161
"Y27","Y20",1,0.489989190756908
"Y27","Y21",1,0.519840651719047
"Y27","Y22",1,0.542132505276725
"Y27","Y23",1,0.775617256341613
"Y27","Y24",1,0.825077715329991
"Y27","Y25",1,0.894189067190182
"Y27","Y26",1,0.930258648222895
"Y27","Y28",1,0.985513337007989
"Y27","Y29",1,0.950679773384965
"Y27","Y30",1,0.938547811711123
"Y28","Y01",1,0.207973849702719
"Y28","Y02",1,0.214387616863594
"Y28","Y03",1,0.200757780637605
"Y28","Y04",1,0.179094449704661
"Y28","Y05",1,0.153213516035562
"Y28","Y06",1,0.135744372899037
"Y28","Y07",1,0.107904710012015
"Y28","Y08",1,0.07257877716971
"Y28","Y09",1,0.0412751359954777
"Y28","Y10",1,0.03464931085354
"Y28","Y11",1,0.274355113379241
"Y28","Y14",1,0.370013196152747
"Y28","Y16",1,0.454339860806018
"Y28","Y17",1,0.469260814952837
"Y28","Y18",1,0.503527841191897
"Y28","Y19",1,0.418872021708234
"Y28","Y20",1,0.460517340443144
"Y28","Y21",1,0.490346707029179
"Y28","Y22",1,0.512640398773571
"Y28","Y23",1,0.746124560483816
"Y28","Y24",1,0.795575208874888
"Y28","Y25",1,0.864773773287903
"Y28","Y26",1,0.900792936757225
"Y28","Y27",1,0.985513337008272
"Y28","Y29",1,0.980100609508484
"Y28","Y30",1,0.956894964742679
"Y29","Y01",1,0.173249749467984
"Y29","Y02",1,0.179492758868624
"Y29","Y03",1,0.165944652448962
"Y29","Y04",1,0.144338485749707
"Y29","Y05",1,0.118542025268427
"Y29","Y06",1,0.101096913833437
"Y29","Y07",1,0.0733132072588657
"Y29","Y08",1,0.0380328601297622
"Y29","Y09",1,0.00687336675117872
"Y29","Y10",1,6.83554861876488e-14
"Y29","Y11",1,0.239533930064204
"Y29","Y14",1,0.34517901312008
"Y29","Y16",1,0.425212903793032
"Y29","Y17",1,0.44046014652175
"Y29","Y18",1,0.476219642364487
"Y29","Y19",1,0.384423087970299
"Y29","Y20",1,0.42595003504867
"Y29","Y21",1,0.455686199805481
"Y29","Y22",1,0.477817245460703
"Y29","Y23",1,0.711299830237171
"Y29","Y24",1,0.760803909027649
"Y29","Y25",1,0.830268296674344
"Y29","Y26",1,0.866155809513293
"Y29","Y27",1,0.950679773385121
"Y29","Y28",1,0.980100609509231
"Y29","Y30",1,0.966520382716836
"Y30","Y01",1,0.169651580622094
"Y30","Y02",1,0.179219079660865
"Y30","Y03",1,0.170955314124249
"Y30","Y04",1,0.150286738130182
"Y30","Y05",1,0.12560296823167
"Y30","Y06",1,0.108453620631335
"Y30","Y07",1,0.0812932256797984
"Y30","Y08",1,0.0464994366069272
"Y30","Y09",1,0.0166084495846004
"Y30","Y10",1,0.00747405304603146
"Y30","Y11",1,0.244260822010184
"Y30","Y14",1,0.379703820553137
"Y30","Y16",1,0.452192798835677
"Y30","Y17",1,0.468053238160737
"Y30","Y18",1,0.506470026595118
"Y30","Y19",1,0.393013206039267
"Y30","Y20",1,0.43335295644578
"Y30","Y21",1,0.462018615701188
"Y30","Y22",1,0.481799677834797
"Y30","Y23",1,0.713472695140763
"Y30","Y24",1,0.763022767890522
"Y30","Y25",1,0.833334427077846
"Y30","Y26",1,0.866344768790878
"Y30","Y27",1,0.938547811709841
"Y30","Y28",1,0.956894964742739
"Y30","Y29",1,0.966520382716425
"Z05","Z06",1,0.97702519549435
"Z05","Z07",1,0.951312250428594
"Z05","Z08",1,0.906538444743892
"Z05","Z10",1,0.811869637332264
"Z05","Z13",1,0.720556698301811
"Z05","Z14",1,0.769724118906065
"Z05","Z15",1,0.756972184700072
"Z05","Z16",1,0.736877321278183
"Z05","Z18",1,0.73016669821631
"Z05","Z19",1,0.735560743301955
"Z05","Z22",1,0.671347656143382
"Z05","Z23",1,0.695144776592563
"Z05","Z24",1,0.702773431346022
"Z05","Z25",1,0.685704108661293
"Z05","Z27",1,0.535210382522851
"Z05","Z28",1,0.533789164286815
"Z05","Z29",1,0.531019268268903
"Z05","Z30",1,0.526859458881878
"Z05","Z31",1,0.516074283735254
"Z05","Z32",1,0.492899904145041
"Z05","Z33",1,0.466233481510036
"Z05","Z11",1,0.775673117340976
"Z05","Z09",1,0.816574000279342
"Z06","Z05",1,0.977025195494058
"Z06","Z07",1,0.985698997955409
"Z06","Z08",1,0.941697867655667
"Z06","Z10",1,0.849078913567857
"Z06","Z13",1,0.758293183523312
"Z06","Z14",1,0.806824532946893
"Z06","Z15",1,0.793184636179788
"Z06","Z16",1,0.771391292192438
"Z06","Z18",1,0.768156022766374
