"nest1","nest2","weight","site_comb","site_same_other","site_same_semi_other","dyad_ID","year","nest1_anthro","nest2_anthro","anthro","anthro_binary"
"Z38","Y26",0.833333333333333,"ZY","other","semi","Y26_Z38",2024,0,1,1,0
"Z39","Y26",0.625,"ZY","other","semi","Y26_Z39",2024,1,1,2,1
"Z40","Y26",0.5,"ZY","other","semi","Y26_Z40",2024,0,1,1,0
"Z41","Y26",0.375,"ZY","other","semi","Y26_Z41",2024,1,1,2,1
"Z42","Y26",0.5,"ZY","other","semi","Y26_Z42",2024,1,1,2,1
"Z43","Y26",0.571428571428571,"ZY","other","semi","Y26_Z43",2024,1,1,2,1
"Z44","Y26",0.666666666666667,"ZY","other","semi","Y26_Z44",2024,0,1,1,0
"Z45","Y26",0.5,"ZY","other","semi","Y26_Z45",2024,1,1,2,1
"Y28","Y27",0.833333333333333,"YY","same","same","Y27_Y28",2024,0,0,0,1
"Y29","Y27",0.571428571428571,"YY","same","same","Y27_Y29",2024,1,0,1,0
"Y30","Y27",0.8,"YY","same","same","Y27_Y30",2024,0,0,0,1
"Y31","Y27",0.5,"YY","same","same","Y27_Y31",2024,0,0,0,1
"Y32","Y27",0.8,"YY","same","same","Y27_Y32",2024,0,0,0,1
"Y33","Y27",0.6,"YY","same","same","Y27_Y33",2024,0,0,0,1
"Y34","Y27",0.428571428571428,"YY","same","same","Y27_Y34",2024,1,0,1,0
"Y35","Y27",1,"YY","same","same","Y27_Y35",2024,0,0,0,1
"Z02","Y27",0.5,"ZY","other","semi","Y27_Z02",2024,1,0,1,0
"Z03","Y27",0.428571428571428,"ZY","other","semi","Y27_Z03",2024,1,0,1,0
"Z05","Y27",0.714285714285714,"ZY","other","semi","Y27_Z05",2024,1,0,1,0
"Z06","Y27",0.571428571428571,"ZY","other","semi","Y27_Z06",2024,0,0,0,1
"Z07","Y27",0.666666666666667,"ZY","other","semi","Y27_Z07",2024,0,0,0,1
"Z08","Y27",0.5,"ZY","other","semi","Y27_Z08",2024,1,0,1,0
"Z10","Y27",0.428571428571428,"ZY","other","semi","Y27_Z10",2024,1,0,1,0
"Z11","Y27",0.571428571428571,"ZY","other","semi","Y27_Z11",2024,1,0,1,0
"Z13","Y27",0.428571428571428,"ZY","other","semi","Y27_Z13",2024,1,0,1,0
"Z14","Y27",0.375,"ZY","other","semi","Y27_Z14",2024,1,0,1,0
"Z15","Y27",0.571428571428571,"ZY","other","semi","Y27_Z15",2024,1,0,1,0
"Z16","Y27",0.428571428571428,"ZY","other","semi","Y27_Z16",2024,1,0,1,0
"Z17","Y27",0.375,"ZY","other","semi","Y27_Z17",2024,1,0,1,0
"Z18","Y27",0.333333333333333,"ZY","other","semi","Y27_Z18",2024,0,0,0,1
"Z19","Y27",0.5,"ZY","other","semi","Y27_Z19",2024,0,0,0,1
"Z20","Y27",0.428571428571428,"ZY","other","semi","Y27_Z20",2024,1,0,1,0
"Z21","Y27",0.428571428571428,"ZY","other","semi","Y27_Z21",2024,1,0,1,0
"Z22","Y27",0.571428571428571,"ZY","other","semi","Y27_Z22",2024,1,0,1,0
"Z23","Y27",0.5,"ZY","other","semi","Y27_Z23",2024,1,0,1,0
"Z24","Y27",0.5,"ZY","other","semi","Y27_Z24",2024,0,0,0,1
"Z26","Y27",0.571428571428571,"ZY","other","semi","Y27_Z26",2024,1,0,1,0
"Z27","Y27",0.666666666666667,"ZY","other","semi","Y27_Z27",2024,0,0,0,1
"Z28","Y27",0.666666666666667,"ZY","other","semi","Y27_Z28",2024,1,0,1,0
"Z29","Y27",0.714285714285714,"ZY","other","semi","Y27_Z29",2024,1,0,1,0
"Z30","Y27",0.666666666666667,"ZY","other","semi","Y27_Z30",2024,1,0,1,0
"Z31","Y27",0.428571428571428,"ZY","other","semi","Y27_Z31",2024,1,0,1,0
"Z32","Y27",0.5,"ZY","other","semi","Y27_Z32",2024,1,0,1,0
"Z33","Y27",0.571428571428571,"ZY","other","semi","Y27_Z33",2024,1,0,1,0
"Z35","Y27",0.375,"ZY","other","semi","Y27_Z35",2024,1,0,1,0
"Z38","Y27",0.666666666666667,"ZY","other","semi","Y27_Z38",2024,0,0,0,1
"Z39","Y27",0.714285714285714,"ZY","other","semi","Y27_Z39",2024,1,0,1,0
"Z40","Y27",0.6,"ZY","other","semi","Y27_Z40",2024,0,0,0,1
"Z41","Y27",0.666666666666667,"ZY","other","semi","Y27_Z41",2024,1,0,1,0
"Z42","Y27",0.571428571428571,"ZY","other","semi","Y27_Z42",2024,1,0,1,0
"Z43","Y27",0.428571428571428,"ZY","other","semi","Y27_Z43",2024,1,0,1,0
"Z44","Y27",0.5,"ZY","other","semi","Y27_Z44",2024,0,0,0,1
"Z45","Y27",0.333333333333333,"ZY","other","semi","Y27_Z45",2024,1,0,1,0
"Y29","Y28",0.714285714285714,"YY","same","same","Y28_Y29",2024,1,0,1,0
"Y30","Y28",0.666666666666667,"YY","same","same","Y28_Y30",2024,0,0,0,1
"Y31","Y28",0.666666666666667,"YY","same","same","Y28_Y31",2024,0,0,0,1
"Y32","Y28",0.666666666666667,"YY","same","same","Y28_Y32",2024,0,0,0,1
"Y33","Y28",0.5,"YY","same","same","Y28_Y33",2024,0,0,0,1
"Y34","Y28",0.375,"YY","same","same","Y28_Y34",2024,1,0,1,0
"Y35","Y28",0.833333333333333,"YY","same","same","Y28_Y35",2024,0,0,0,1
"Z02","Y28",0.625,"ZY","other","semi","Y28_Z02",2024,1,0,1,0
"Z03","Y28",0.571428571428571,"ZY","other","semi","Y28_Z03",2024,1,0,1,0
"Z05","Y28",0.857142857142857,"ZY","other","semi","Y28_Z05",2024,1,0,1,0
"Z06","Y28",0.714285714285714,"ZY","other","semi","Y28_Z06",2024,0,0,0,1
"Z07","Y28",0.833333333333333,"ZY","other","semi","Y28_Z07",2024,0,0,0,1
"Z08","Y28",0.625,"ZY","other","semi","Y28_Z08",2024,1,0,1,0
"Z10","Y28",0.571428571428571,"ZY","other","semi","Y28_Z10",2024,1,0,1,0
"Z11","Y28",0.714285714285714,"ZY","other","semi","Y28_Z11",2024,1,0,1,0
"Z13","Y28",0.571428571428571,"ZY","other","semi","Y28_Z13",2024,1,0,1,0
"Z14","Y28",0.5,"ZY","other","semi","Y28_Z14",2024,1,0,1,0
"Z15","Y28",0.714285714285714,"ZY","other","semi","Y28_Z15",2024,1,0,1,0
"Z16","Y28",0.571428571428571,"ZY","other","semi","Y28_Z16",2024,1,0,1,0
"Z17","Y28",0.5,"ZY","other","semi","Y28_Z17",2024,1,0,1,0
"Z18","Y28",0.5,"ZY","other","semi","Y28_Z18",2024,0,0,0,1
"Z19","Y28",0.666666666666667,"ZY","other","semi","Y28_Z19",2024,0,0,0,1
"Z20","Y28",0.571428571428571,"ZY","other","semi","Y28_Z20",2024,1,0,1,0
"Z21","Y28",0.571428571428571,"ZY","other","semi","Y28_Z21",2024,1,0,1,0
"Z22","Y28",0.714285714285714,"ZY","other","semi","Y28_Z22",2024,1,0,1,0
"Z23","Y28",0.625,"ZY","other","semi","Y28_Z23",2024,1,0,1,0
"Z24","Y28",0.666666666666667,"ZY","other","semi","Y28_Z24",2024,0,0,0,1
"Z26","Y28",0.714285714285714,"ZY","other","semi","Y28_Z26",2024,1,0,1,0
"Z27","Y28",0.833333333333333,"ZY","other","semi","Y28_Z27",2024,0,0,0,1
"Z28","Y28",0.833333333333333,"ZY","other","semi","Y28_Z28",2024,1,0,1,0
"Z29","Y28",0.857142857142857,"ZY","other","semi","Y28_Z29",2024,1,0,1,0
"Z30","Y28",0.833333333333333,"ZY","other","semi","Y28_Z30",2024,1,0,1,0
"Z31","Y28",0.571428571428571,"ZY","other","semi","Y28_Z31",2024,1,0,1,0
"Z32","Y28",0.666666666666667,"ZY","other","semi","Y28_Z32",2024,1,0,1,0
"Z33","Y28",0.714285714285714,"ZY","other","semi","Y28_Z33",2024,1,0,1,0
"Z35","Y28",0.5,"ZY","other","semi","Y28_Z35",2024,1,0,1,0
"Z38","Y28",0.833333333333333,"ZY","other","semi","Y28_Z38",2024,0,0,0,1
"Z39","Y28",0.857142857142857,"ZY","other","semi","Y28_Z39",2024,1,0,1,0
"Z40","Y28",0.5,"ZY","other","semi","Y28_Z40",2024,0,0,0,1
"Z41","Y28",0.571428571428571,"ZY","other","semi","Y28_Z41",2024,1,0,1,0
"Z42","Y28",0.714285714285714,"ZY","other","semi","Y28_Z42",2024,1,0,1,0
"Z43","Y28",0.571428571428571,"ZY","other","semi","Y28_Z43",2024,1,0,1,0
"Z44","Y28",0.666666666666667,"ZY","other","semi","Y28_Z44",2024,0,0,0,1
"Z45","Y28",0.5,"ZY","other","semi","Y28_Z45",2024,1,0,1,0
"Y30","Y29",0.428571428571428,"YY","same","same","Y29_Y30",2024,0,1,1,0
"Y31","Y29",0.666666666666667,"YY","same","same","Y29_Y31",2024,0,1,1,0
"Y32","Y29",0.666666666666667,"YY","same","same","Y29_Y32",2024,0,1,1,0
"Y33","Y29",0.5,"YY","same","same","Y29_Y33",2024,0,1,1,0
"Y34","Y29",0.571428571428571,"YY","same","same","Y29_Y34",2024,1,1,2,1
"Y35","Y29",0.571428571428571,"YY","same","same","Y29_Y35",2024,0,1,1,0
"Z02","Y29",0.444444444444444,"ZY","other","semi","Y29_Z02",2024,1,1,2,1
"Z03","Y29",0.833333333333333,"ZY","other","semi","Y29_Z03",2024,1,1,2,1
"Z05","Y29",0.857142857142857,"ZY","other","semi","Y29_Z05",2024,1,1,2,1
"Z06","Y29",0.5,"ZY","other","semi","Y29_Z06",2024,0,1,1,0
"Z07","Y29",0.571428571428571,"ZY","other","semi","Y29_Z07",2024,0,1,1,0
"Z08","Y29",0.625,"ZY","other","semi","Y29_Z08",2024,1,1,2,1
"Z10","Y29",0.833333333333333,"ZY","other","semi","Y29_Z10",2024,1,1,2,1
"Z11","Y29",0.5,"ZY","other","semi","Y29_Z11",2024,1,1,2,1
"Z13","Y29",0.571428571428571,"ZY","other","semi","Y29_Z13",2024,1,1,2,1
"Z14","Y29",0.714285714285714,"ZY","other","semi","Y29_Z14",2024,1,1,2,1
"Z15","Y29",0.5,"ZY","other","semi","Y29_Z15",2024,1,1,2,1
"Z16","Y29",0.571428571428571,"ZY","other","semi","Y29_Z16",2024,1,1,2,1
"Z17","Y29",0.5,"ZY","other","semi","Y29_Z17",2024,1,1,2,1
"Z18","Y29",0.5,"ZY","other","semi","Y29_Z18",2024,0,1,1,0
"Z19","Y29",0.666666666666667,"ZY","other","semi","Y29_Z19",2024,0,1,1,0
"Z20","Y29",0.833333333333333,"ZY","other","semi","Y29_Z20",2024,1,1,2,1
"Z21","Y29",0.571428571428571,"ZY","other","semi","Y29_Z21",2024,1,1,2,1
"Z22","Y29",1,"ZY","other","semi","Y29_Z22",2024,1,1,2,1
"Z23","Y29",0.625,"ZY","other","semi","Y29_Z23",2024,1,1,2,1
"Z24","Y29",0.666666666666667,"ZY","other","semi","Y29_Z24",2024,0,1,1,0
"Z26","Y29",0.714285714285714,"ZY","other","semi","Y29_Z26",2024,1,1,2,1
"Z27","Y29",0.833333333333333,"ZY","other","semi","Y29_Z27",2024,0,1,1,0
"Z28","Y29",0.833333333333333,"ZY","other","semi","Y29_Z28",2024,1,1,2,1
"Z29","Y29",0.857142857142857,"ZY","other","semi","Y29_Z29",2024,1,1,2,1
"Z30","Y29",0.833333333333333,"ZY","other","semi","Y29_Z30",2024,1,1,2,1
"Z31","Y29",0.833333333333333,"ZY","other","semi","Y29_Z31",2024,1,1,2,1
"Z32","Y29",0.666666666666667,"ZY","other","semi","Y29_Z32",2024,1,1,2,1
"Z33","Y29",1,"ZY","other","semi","Y29_Z33",2024,1,1,2,1
"Z35","Y29",0.5,"ZY","other","semi","Y29_Z35",2024,1,1,2,1
"Z38","Y29",0.833333333333333,"ZY","other","semi","Y29_Z38",2024,0,1,1,0
"Z39","Y29",0.857142857142857,"ZY","other","semi","Y29_Z39",2024,1,1,2,1
"Z40","Y29",0.5,"ZY","other","semi","Y29_Z40",2024,0,1,1,0
"Z41","Y29",0.571428571428571,"ZY","other","semi","Y29_Z41",2024,1,1,2,1
"Z42","Y29",0.5,"ZY","other","semi","Y29_Z42",2024,1,1,2,1
"Z43","Y29",0.571428571428571,"ZY","other","semi","Y29_Z43",2024,1,1,2,1
"Z44","Y29",0.666666666666667,"ZY","other","semi","Y29_Z44",2024,0,1,1,0
"Z45","Y29",0.5,"ZY","other","semi","Y29_Z45",2024,1,1,2,1
"Y31","Y30",0.6,"YY","same","same","Y30_Y31",2024,0,0,0,1
"Y32","Y30",0.6,"YY","same","same","Y30_Y32",2024,0,0,0,1
"Y33","Y30",0.75,"YY","same","same","Y30_Y33",2024,0,0,0,1
"Y34","Y30",0.5,"YY","same","same","Y30_Y34",2024,1,0,1,0
"Y35","Y30",0.8,"YY","same","same","Y30_Y35",2024,0,0,0,1
"Z02","Y30",0.571428571428571,"ZY","other","semi","Y30_Z02",2024,1,0,1,0
"Z03","Y30",0.5,"ZY","other","semi","Y30_Z03",2024,1,0,1,0
"Z05","Y30",0.571428571428571,"ZY","other","semi","Y30_Z05",2024,1,0,1,0
"Z06","Y30",0.666666666666667,"ZY","other","semi","Y30_Z06",2024,0,0,0,1
"Z07","Y30",0.8,"ZY","other","semi","Y30_Z07",2024,0,0,0,1
"Z08","Y30",0.571428571428571,"ZY","other","semi","Y30_Z08",2024,1,0,1,0
"Z10","Y30",0.5,"ZY","other","semi","Y30_Z10",2024,1,0,1,0
"Z11","Y30",0.666666666666667,"ZY","other","semi","Y30_Z11",2024,1,0,1,0
"Z13","Y30",0.5,"ZY","other","semi","Y30_Z13",2024,1,0,1,0
"Z14","Y30",0.428571428571428,"ZY","other","semi","Y30_Z14",2024,1,0,1,0
"Z15","Y30",0.666666666666667,"ZY","other","semi","Y30_Z15",2024,1,0,1,0
"Z16","Y30",0.5,"ZY","other","semi","Y30_Z16",2024,1,0,1,0
"Z17","Y30",0.428571428571428,"ZY","other","semi","Y30_Z17",2024,1,0,1,0
"Z18","Y30",0.4,"ZY","other","semi","Y30_Z18",2024,0,0,0,1
"Z19","Y30",0.6,"ZY","other","semi","Y30_Z19",2024,0,0,0,1
"Z20","Y30",0.5,"ZY","other","semi","Y30_Z20",2024,1,0,1,0
"Z21","Y30",0.5,"ZY","other","semi","Y30_Z21",2024,1,0,1,0
"Z22","Y30",0.428571428571428,"ZY","other","semi","Y30_Z22",2024,1,0,1,0
"Z23","Y30",0.375,"ZY","other","semi","Y30_Z23",2024,1,0,1,0
"Z24","Y30",0.6,"ZY","other","semi","Y30_Z24",2024,0,0,0,1
"Z26","Y30",0.428571428571428,"ZY","other","semi","Y30_Z26",2024,1,0,1,0
"Z27","Y30",0.5,"ZY","other","semi","Y30_Z27",2024,0,0,0,1
"Z28","Y30",0.5,"ZY","other","semi","Y30_Z28",2024,1,0,1,0
"Z29","Y30",0.571428571428571,"ZY","other","semi","Y30_Z29",2024,1,0,1,0
"Z30","Y30",0.5,"ZY","other","semi","Y30_Z30",2024,1,0,1,0
"Z31","Y30",0.5,"ZY","other","semi","Y30_Z31",2024,1,0,1,0
"Z32","Y30",0.6,"ZY","other","semi","Y30_Z32",2024,1,0,1,0
"Z33","Y30",0.428571428571428,"ZY","other","semi","Y30_Z33",2024,1,0,1,0
"Z35","Y30",0.428571428571428,"ZY","other","semi","Y30_Z35",2024,1,0,1,0
"Z38","Y30",0.5,"ZY","other","semi","Y30_Z38",2024,0,0,0,1
"Z39","Y30",0.571428571428571,"ZY","other","semi","Y30_Z39",2024,1,0,1,0
"Z40","Y30",0.75,"ZY","other","semi","Y30_Z40",2024,0,0,0,1
"Z41","Y30",0.8,"ZY","other","semi","Y30_Z41",2024,1,0,1,0
"Z42","Y30",0.666666666666667,"ZY","other","semi","Y30_Z42",2024,1,0,1,0
"Z43","Y30",0.5,"ZY","other","semi","Y30_Z43",2024,1,0,1,0
"Z44","Y30",0.6,"ZY","other","semi","Y30_Z44",2024,0,0,0,1
"Z45","Y30",0.4,"ZY","other","semi","Y30_Z45",2024,1,0,1,0
"Y32","Y31",0.6,"YY","same","same","Y31_Y32",2024,0,0,0,1
"Y33","Y31",0.75,"YY","same","same","Y31_Y33",2024,0,0,0,1
"Y34","Y31",0.5,"YY","same","same","Y31_Y34",2024,1,0,1,0
"Y35","Y31",0.5,"YY","same","same","Y31_Y35",2024,0,0,0,1
"Z02","Y31",0.571428571428571,"ZY","other","semi","Y31_Z02",2024,1,0,1,0
"Z03","Y31",0.8,"ZY","other","semi","Y31_Z03",2024,1,0,1,0
"Z05","Y31",0.571428571428571,"ZY","other","semi","Y31_Z05",2024,1,0,1,0
"Z06","Y31",0.666666666666667,"ZY","other","semi","Y31_Z06",2024,0,0,0,1
"Z07","Y31",0.8,"ZY","other","semi","Y31_Z07",2024,0,0,0,1
"Z08","Y31",0.571428571428571,"ZY","other","semi","Y31_Z08",2024,1,0,1,0
"Z10","Y31",0.8,"ZY","other","semi","Y31_Z10",2024,1,0,1,0
"Z11","Y31",0.666666666666667,"ZY","other","semi","Y31_Z11",2024,1,0,1,0
"Z13","Y31",0.8,"ZY","other","semi","Y31_Z13",2024,1,0,1,0
"Z14","Y31",0.666666666666667,"ZY","other","semi","Y31_Z14",2024,1,0,1,0
"Z15","Y31",0.666666666666667,"ZY","other","semi","Y31_Z15",2024,1,0,1,0
"Z16","Y31",0.8,"ZY","other","semi","Y31_Z16",2024,1,0,1,0
"Z17","Y31",0.666666666666667,"ZY","other","semi","Y31_Z17",2024,1,0,1,0
"Z18","Y31",0.75,"ZY","other","semi","Y31_Z18",2024,0,0,0,1
"Z19","Y31",1,"ZY","other","semi","Y31_Z19",2024,0,0,0,1
"Z20","Y31",0.8,"ZY","other","semi","Y31_Z20",2024,1,0,1,0
"Z21","Y31",0.8,"ZY","other","semi","Y31_Z21",2024,1,0,1,0
"Z22","Y31",0.666666666666667,"ZY","other","semi","Y31_Z22",2024,1,0,1,0
"Z23","Y31",0.571428571428571,"ZY","other","semi","Y31_Z23",2024,1,0,1,0
"Z24","Y31",1,"ZY","other","semi","Y31_Z24",2024,0,0,0,1
"Z26","Y31",0.666666666666667,"ZY","other","semi","Y31_Z26",2024,1,0,1,0
"Z27","Y31",0.8,"ZY","other","semi","Y31_Z27",2024,0,0,0,1
"Z28","Y31",0.8,"ZY","other","semi","Y31_Z28",2024,1,0,1,0
"Z29","Y31",0.571428571428571,"ZY","other","semi","Y31_Z29",2024,1,0,1,0
"Z30","Y31",0.8,"ZY","other","semi","Y31_Z30",2024,1,0,1,0
"Z31","Y31",0.8,"ZY","other","semi","Y31_Z31",2024,1,0,1,0
"Z32","Y31",1,"ZY","other","semi","Y31_Z32",2024,1,0,1,0
"Z33","Y31",0.666666666666667,"ZY","other","semi","Y31_Z33",2024,1,0,1,0
"Z35","Y31",0.666666666666667,"ZY","other","semi","Y31_Z35",2024,1,0,1,0
"Z38","Y31",0.8,"ZY","other","semi","Y31_Z38",2024,0,0,0,1
"Z39","Y31",0.571428571428571,"ZY","other","semi","Y31_Z39",2024,1,0,1,0
"Z40","Y31",0.75,"ZY","other","semi","Y31_Z40",2024,0,0,0,1
"Z41","Y31",0.5,"ZY","other","semi","Y31_Z41",2024,1,0,1,0
"Z42","Y31",0.666666666666667,"ZY","other","semi","Y31_Z42",2024,1,0,1,0
"Z43","Y31",0.8,"ZY","other","semi","Y31_Z43",2024,1,0,1,0
"Z44","Y31",1,"ZY","other","semi","Y31_Z44",2024,0,0,0,1
"Z45","Y31",0.75,"ZY","other","semi","Y31_Z45",2024,1,0,1,0
"Y33","Y32",0.75,"YY","same","same","Y32_Y33",2024,0,0,0,1
"Y34","Y32",0.5,"YY","same","same","Y32_Y34",2024,1,0,1,0
"Y35","Y32",0.8,"YY","same","same","Y32_Y35",2024,0,0,0,1
"Z02","Y32",0.375,"ZY","other","semi","Y32_Z02",2024,1,0,1,0
"Z03","Y32",0.5,"ZY","other","semi","Y32_Z03",2024,1,0,1,0
"Z05","Y32",0.571428571428571,"ZY","other","semi","Y32_Z05",2024,1,0,1,0
"Z06","Y32",0.428571428571428,"ZY","other","semi","Y32_Z06",2024,0,0,0,1
"Z07","Y32",0.5,"ZY","other","semi","Y32_Z07",2024,0,0,0,1
"Z08","Y32",0.375,"ZY","other","semi","Y32_Z08",2024,1,0,1,0
"Z10","Y32",0.5,"ZY","other","semi","Y32_Z10",2024,1,0,1,0
"Z11","Y32",0.428571428571428,"ZY","other","semi","Y32_Z11",2024,1,0,1,0
"Z13","Y32",0.5,"ZY","other","semi","Y32_Z13",2024,1,0,1,0
"Z14","Y32",0.428571428571428,"ZY","other","semi","Y32_Z14",2024,1,0,1,0
"Z15","Y32",0.428571428571428,"ZY","other","semi","Y32_Z15",2024,1,0,1,0
"Z16","Y32",0.5,"ZY","other","semi","Y32_Z16",2024,1,0,1,0
"Z17","Y32",0.428571428571428,"ZY","other","semi","Y32_Z17",2024,1,0,1,0
"Z18","Y32",0.4,"ZY","other","semi","Y32_Z18",2024,0,0,0,1
"Z19","Y32",0.6,"ZY","other","semi","Y32_Z19",2024,0,0,0,1
"Z20","Y32",0.5,"ZY","other","semi","Y32_Z20",2024,1,0,1,0
"Z21","Y32",0.5,"ZY","other","semi","Y32_Z21",2024,1,0,1,0
"Z22","Y32",0.666666666666667,"ZY","other","semi","Y32_Z22",2024,1,0,1,0
"Z23","Y32",0.571428571428571,"ZY","other","semi","Y32_Z23",2024,1,0,1,0
"Z24","Y32",0.6,"ZY","other","semi","Y32_Z24",2024,0,0,0,1
"Z26","Y32",0.666666666666667,"ZY","other","semi","Y32_Z26",2024,1,0,1,0
"Z27","Y32",0.8,"ZY","other","semi","Y32_Z27",2024,0,0,0,1
"Z28","Y32",0.8,"ZY","other","semi","Y32_Z28",2024,1,0,1,0
"Z29","Y32",0.571428571428571,"ZY","other","semi","Y32_Z29",2024,1,0,1,0
"Z30","Y32",0.8,"ZY","other","semi","Y32_Z30",2024,1,0,1,0
"Z31","Y32",0.5,"ZY","other","semi","Y32_Z31",2024,1,0,1,0
"Z32","Y32",0.6,"ZY","other","semi","Y32_Z32",2024,1,0,1,0
"Z33","Y32",0.666666666666667,"ZY","other","semi","Y32_Z33",2024,1,0,1,0
"Z35","Y32",0.428571428571428,"ZY","other","semi","Y32_Z35",2024,1,0,1,0
"Z38","Y32",0.8,"ZY","other","semi","Y32_Z38",2024,0,0,0,1
"Z39","Y32",0.571428571428571,"ZY","other","semi","Y32_Z39",2024,1,0,1,0
"Z40","Y32",0.75,"ZY","other","semi","Y32_Z40",2024,0,0,0,1
"Z41","Y32",0.5,"ZY","other","semi","Y32_Z41",2024,1,0,1,0
"Z42","Y32",0.428571428571428,"ZY","other","semi","Y32_Z42",2024,1,0,1,0
"Z43","Y32",0.5,"ZY","other","semi","Y32_Z43",2024,1,0,1,0
"Z44","Y32",0.6,"ZY","other","semi","Y32_Z44",2024,0,0,0,1
"Z45","Y32",0.4,"ZY","other","semi","Y32_Z45",2024,1,0,1,0
"Y34","Y33",0.6,"YY","same","same","Y33_Y34",2024,1,0,1,0
"Y35","Y33",0.6,"YY","same","same","Y33_Y35",2024,0,0,0,1
"Z02","Y33",0.428571428571428,"ZY","other","semi","Y33_Z02",2024,1,0,1,0
"Z03","Y33",0.6,"ZY","other","semi","Y33_Z03",2024,1,0,1,0
"Z05","Y33",0.428571428571428,"ZY","other","semi","Y33_Z05",2024,1,0,1,0
"Z06","Y33",0.5,"ZY","other","semi","Y33_Z06",2024,0,0,0,1
"Z07","Y33",0.6,"ZY","other","semi","Y33_Z07",2024,0,0,0,1
"Z08","Y33",0.428571428571428,"ZY","other","semi","Y33_Z08",2024,1,0,1,0
"Z10","Y33",0.6,"ZY","other","semi","Y33_Z10",2024,1,0,1,0
"Z11","Y33",0.5,"ZY","other","semi","Y33_Z11",2024,1,0,1,0
"Z13","Y33",0.6,"ZY","other","semi","Y33_Z13",2024,1,0,1,0
"Z14","Y33",0.5,"ZY","other","semi","Y33_Z14",2024,1,0,1,0
"Z15","Y33",0.5,"ZY","other","semi","Y33_Z15",2024,1,0,1,0
"Z16","Y33",0.6,"ZY","other","semi","Y33_Z16",2024,1,0,1,0
"Z17","Y33",0.5,"ZY","other","semi","Y33_Z17",2024,1,0,1,0
"Z18","Y33",0.5,"ZY","other","semi","Y33_Z18",2024,0,0,0,1
"Z19","Y33",0.75,"ZY","other","semi","Y33_Z19",2024,0,0,0,1
"Z20","Y33",0.6,"ZY","other","semi","Y33_Z20",2024,1,0,1,0
"Z21","Y33",0.6,"ZY","other","semi","Y33_Z21",2024,1,0,1,0
"Z22","Y33",0.5,"ZY","other","semi","Y33_Z22",2024,1,0,1,0
"Z23","Y33",0.428571428571428,"ZY","other","semi","Y33_Z23",2024,1,0,1,0
"Z24","Y33",0.75,"ZY","other","semi","Y33_Z24",2024,0,0,0,1
"Z26","Y33",0.5,"ZY","other","semi","Y33_Z26",2024,1,0,1,0
"Z27","Y33",0.6,"ZY","other","semi","Y33_Z27",2024,0,0,0,1
"Z28","Y33",0.6,"ZY","other","semi","Y33_Z28",2024,1,0,1,0
"Z29","Y33",0.428571428571428,"ZY","other","semi","Y33_Z29",2024,1,0,1,0
"Z30","Y33",0.6,"ZY","other","semi","Y33_Z30",2024,1,0,1,0
"Z31","Y33",0.6,"ZY","other","semi","Y33_Z31",2024,1,0,1,0
"Z32","Y33",0.75,"ZY","other","semi","Y33_Z32",2024,1,0,1,0
"Z33","Y33",0.5,"ZY","other","semi","Y33_Z33",2024,1,0,1,0
"Z35","Y33",0.5,"ZY","other","semi","Y33_Z35",2024,1,0,1,0
"Z38","Y33",0.6,"ZY","other","semi","Y33_Z38",2024,0,0,0,1
"Z39","Y33",0.428571428571428,"ZY","other","semi","Y33_Z39",2024,1,0,1,0
"Z40","Y33",1,"ZY","other","semi","Y33_Z40",2024,0,0,0,1
"Z41","Y33",0.6,"ZY","other","semi","Y33_Z41",2024,1,0,1,0
"Z42","Y33",0.5,"ZY","other","semi","Y33_Z42",2024,1,0,1,0
"Z43","Y33",0.6,"ZY","other","semi","Y33_Z43",2024,1,0,1,0
"Z44","Y33",0.75,"ZY","other","semi","Y33_Z44",2024,0,0,0,1
"Z45","Y33",0.5,"ZY","other","semi","Y33_Z45",2024,1,0,1,0
"Y35","Y34",0.428571428571428,"YY","same","same","Y34_Y35",2024,0,1,1,0
"Z02","Y34",0.333333333333333,"ZY","other","semi","Y34_Z02",2024,1,1,2,1
"Z03","Y34",0.666666666666667,"ZY","other","semi","Y34_Z03",2024,1,1,2,1
"Z05","Y34",0.5,"ZY","other","semi","Y34_Z05",2024,1,1,2,1
"Z06","Y34",0.375,"ZY","other","semi","Y34_Z06",2024,0,1,1,0
"Z07","Y34",0.428571428571428,"ZY","other","semi","Y34_Z07",2024,0,1,1,0
"Z08","Y34",0.5,"ZY","other","semi","Y34_Z08",2024,1,1,2,1
"Z10","Y34",0.666666666666667,"ZY","other","semi","Y34_Z10",2024,1,1,2,1
"Z11","Y34",0.375,"ZY","other","semi","Y34_Z11",2024,1,1,2,1
"Z13","Y34",0.428571428571428,"ZY","other","semi","Y34_Z13",2024,1,1,2,1
"Z14","Y34",0.571428571428571,"ZY","other","semi","Y34_Z14",2024,1,1,2,1
"Z15","Y34",0.571428571428571,"ZY","other","semi","Y34_Z15",2024,1,1,2,1
"Z16","Y34",0.666666666666667,"ZY","other","semi","Y34_Z16",2024,1,1,2,1
"Z17","Y34",0.571428571428571,"ZY","other","semi","Y34_Z17",2024,1,1,2,1
"Z18","Y34",0.333333333333333,"ZY","other","semi","Y34_Z18",2024,0,1,1,0
"Z19","Y34",0.5,"ZY","other","semi","Y34_Z19",2024,0,1,1,0
